"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
68242,3/31/2023 0:00:00,7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62387481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25327595,0,0,304611,1027937,4647980,1159400,2909853,17341189,0,0,0,0,0,396680,0,199,0,0,0,0,0,17161,0,29775,0,0,0,0,0,0,0,0,0,0,0,0,0,2218,809,13,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2897380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5530,0,0,0,0,5,9431,0,7222,3352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2897380,0,0,0,0,0,0,0,0,2897380,116785441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68244,3/31/2023 0:00:00,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412406699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,201143141,0,0,5635777,1452617,31188061,22496451,4227711,75152461,0,0,0,0,0,1018546,0,7747,0,0,0,0,0,170284,0,2541816,0,0,0,0,0,0,0,0,0,0,0,0,0,10404,13438,25,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6389241,0,0,0,0,0,0,0,0,0,0,8000000,8000000,0,0,0,0,0,0,0,0,0,174892,0,0,0,0,95,237181,0,93299,38367,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35829893,0,0,0,0,0,0,0,0,35829893,765957066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68248,3/31/2023 0:00:00,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20149169,0,0,0,0,0,0,0,0,0,0,0,0,572907953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18616581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,60000000,10000000,0,39100000,28458000,0,0,488415492,0,0,42226575,4531470,82339418,163946957,8102215,135553668,0,0,0,0,0,541002,0,11119,0,0,0,0,0,274797,0,5332376,0,0,0,0,0,0,0,0,0,0,0,0,0,16162,11344,26,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526635,0,0,0,0,90,676010,0,460849,90601,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131569545,0,0,0,0,0,0,0,0,131569545,1537396222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68251,3/31/2023 0:00:00,5673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844781184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6425647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,40000000,0,0,8127000,50798000,0,0,121625718,0,0,11438873,4618234,49063700,54395075,12432705,40452171,0,0,0,0,0,3950086,0,4162,0,0,0,0,0,161733,0,495514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5835,34,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11047732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79111376,0,0,0,0,0,0,0,0,79111376,1232051781,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
68253,3/31/2023 0:00:00,22235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,59095261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24826990,0,0,0,0,3044696,1287137,493427,39416733,0,0,0,0,0,630102,0,1363,0,0,0,0,0,14697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,443,25,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4640160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48540,0,0,0,0,6,82810,0,32560,238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6264041,0,0,0,0,0,0,0,0,6264041,126701278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68254,3/31/2023 0:00:00,22238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523793,11500,26936,0,0,0,0,0,0,0,0,0,0,22285329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8601518,0,0,0,0,370318,4320,0,2714611,0,0,0,0,0,530181,0,796,0,0,0,0,0,5588,0,73424,0,0,0,0,0,0,0,0,0,0,0,0,0,656,164,18,62021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,2,433,0,10798,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250497,0,0,0,0,0,0,0,0,1250497,34972725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68255,3/31/2023 0:00:00,22295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33652229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17075926,0,0,1083079,71356,3886230,9199556,89938,7021044,0,0,0,0,0,1282234,0,616,0,0,0,0,0,11290,0,55835,0,0,0,0,0,0,0,0,0,0,0,0,0,639,641,21,32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4385306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7186,0,0,1,7186,0,10729,9028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4612110,0,0,0,0,0,0,0,0,4612110,72935737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68256,3/31/2023 0:00:00,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38624,0,0,0,0,0,0,0,0,0,0,0,0,273032309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37650000,0,0,0,15767000,0,0,0,209478320,0,0,3691891,1593680,25955022,25268840,3094963,140675270,0,0,0,0,0,1211206,0,3806,0,0,0,0,0,174142,0,1179846,0,0,0,0,0,0,0,0,0,0,0,0,0,16770,5397,61,122021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165611,0,0,0,0,59,215898,0,196585,40773,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33593827,0,0,0,0,0,0,0,0,33593827,830915339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68257,3/31/2023 0:00:00,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227994,0,0,0,0,0,0,0,0,0,0,0,0,84960082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8125000,0,0,0,0,0,0,0,49002107,0,0,2516237,1039904,8576227,22753096,3686885,39459266,0,0,0,0,0,1693317,0,301,0,0,0,0,0,37773,0,316801,0,0,0,0,0,0,0,0,0,0,0,0,0,2268,2659,30,122021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23315,0,0,0,0,29,70930,0,7166,2227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12292447,0,0,0,0,0,0,0,0,12292447,209520516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68259,3/31/2023 0:00:00,5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27586621,871131,116564,0,0,0,0,0,0,0,0,0,0,664839934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6962220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,35000000,15000000,0,0,0,0,0,707214069,0,0,21885719,4988906,107849264,105299401,17694573,875296143,0,0,0,0,0,1847383,0,4288,0,0,0,0,0,305756,0,222877,0,0,0,0,0,0,0,0,0,0,0,0,0,19557,2743,35,32022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20480,0,0,0,0,91,194832,0,255978,55464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225395101,0,0,0,0,0,0,0,0,225395101,2415833203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68266,3/31/2023 0:00:00,11695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24943833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22011159,0,0,2125805,1092990,5759041,9830669,269184,29517226,0,0,0,0,0,0,0,73,0,0,0,0,0,15784,0,192694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9110389,0,0,0,0,0,0,0,0,9110389,96059810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68271,3/31/2023 0:00:00,22229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679671481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7001972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128000000,0,0,0,21097443,0,0,0,742593760,0,0,5144861,1603434,38185698,15927269,4650624,261883665,0,0,0,0,0,593949,0,4944,0,0,0,0,0,306947,0,4097272,0,0,0,0,0,0,0,0,0,0,0,0,0,28791,7162,30,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,597835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276627,0,25295,0,0,123,790637,0,1126878,119129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135322112,0,0,0,0,0,0,0,0,135322112,1845231509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68273,3/31/2023 0:00:00,22232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6472746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,1148128,744000,0,0,3439170,0,0,55898,0,155506,548274,262407,20428,0,0,0,0,0,54722,0,247,0,0,0,0,0,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,318,3,122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3506,0,0,0,0,5,16983,0,2101,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336263,0,0,0,0,0,0,0,0,336263,16092814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68274,3/31/2023 0:00:00,6968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3347116,0,0,0,0,0,0,0,0,0,0,0,0,36760317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,5750000,0,0,0,0,0,0,28418810,0,0,431685,300213,2668325,1605337,63660,22070630,0,0,0,0,0,1088048,0,190,0,0,0,0,0,13661,0,97870,0,0,0,0,0,0,0,0,0,0,0,0,0,502,1162,32,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13270,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4435784,0,0,0,0,0,0,0,0,4435784,102261784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68278,3/31/2023 0:00:00,4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756146660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9981004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,10000000,277500000,0,145558349,26227778,34718457,0,1044115287,0,0,50100907,8614481,151806427,261871490,23311270,554866862,0,0,0,0,0,8027716,0,20965,0,0,0,0,0,532852,0,3104617,0,0,0,0,0,0,0,0,0,0,0,0,0,54390,32337,62,32022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21229343,0,136009511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810537,0,26830,0,11627,256,1529748,0,1559091,198428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316770147,0,0,0,0,0,26210235,0,0,342980382,4197256249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68280,3/31/2023 0:00:00,22239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14557708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10930160,0,0,0,0,1545405,2081402,17747,12748947,0,0,0,0,0,115601,0,228,0,0,0,0,0,6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,260,3,62021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5240,0,3880,0,0,2,9120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231577,0,0,0,0,0,0,0,0,1231577,46206012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68283,3/31/2023 0:00:00,22240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14541,0,0,0,0,0,0,0,0,0,0,0,0,30936451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12324572,0,0,79983,0,1923564,2376856,0,5516553,0,0,0,0,0,1700186,0,320,0,0,0,0,0,6707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,213,20,122020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6174,0,0,0,0,4,13848,0,17633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047063,0,0,0,0,0,0,0,0,1047063,56848110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68284,3/31/2023 0:00:00,22225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49466436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629890,0,0,0,0,0,0,0,0,0,0,0,0,0,2034374,0,174,0,0,0,0,0,5376,0,137597,0,0,0,0,0,0,0,0,0,0,0,0,0,95,217,23,62021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23602784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58495495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68286,3/31/2023 0:00:00,4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11674,0,0,0,0,0,0,0,0,0,0,0,0,35135920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8573906,0,0,19795,0,1806462,225955,0,0,0,0,0,0,0,523306,0,163,0,0,0,0,0,8178,0,52215,0,0,0,0,0,0,0,0,0,0,0,0,0,751,429,15,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4267,0,0,0,0,2,14941,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274551,0,0,0,0,0,0,0,0,274551,46423687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68287,3/31/2023 0:00:00,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7881243,0,0,0,0,0,0,0,0,0,0,0,0,503468158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000000,26000000,10000000,0,0,0,0,0,367981566,0,0,22910817,9682159,75782898,110410245,19217451,488464897,0,0,0,0,0,1773989,0,5263,0,0,0,0,0,327227,0,8262965,0,0,0,0,0,0,0,0,0,0,0,0,0,11777,7748,26,92022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222885,0,11700,0,0,86,234585,0,208559,33365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118749608,0,0,0,0,0,0,0,0,118749608,1640512118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68291,3/31/2023 0:00:00,26309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36734,0,0,0,0,0,0,0,0,0,0,0,0,2385531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74518,0,0,0,671445,0,0,0,0,0,444307,0,0,0,0,0,0,0,24591,0,32,0,0,0,0,0,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,6,72022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3615796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68293,3/31/2023 0:00:00,22322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44342592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4055000,0,0,0,0,0,0,0,31928456,0,0,0,0,1894444,217598,32609,21743069,0,0,0,0,0,843821,0,143,0,0,0,0,0,13545,0,40962,0,0,0,0,0,0,0,0,0,0,0,0,0,730,296,15,122021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3661,0,19184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3127675,0,0,0,0,0,0,0,0,3127675,98775090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
