"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
64766,3/31/2023 0:00:00,18994,5/10/2023 10:02:03 PM,1894955,573504,0,171736510,0,150383658,150383658,0,498748,25227,0,6855,106656080,584,12272041,727405,0,0,0,0,0,0,0,13211,1016017,0,0,0,0,0,0,0,0,0,0,1125,1199,549,549,280586,64293,0,0,0,166710,0,0,0,0,0,0,0,0,87003356,0,0,0,1475586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508876,0,0,0,0,1806181,3500000,0,36194391,5246868,5869312,7544392,12845540,0,15879961,0,0,3513,0,0,0,0,0,0,0,0,0,863638,0,132391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324425,79256,541242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64777,3/31/2023 0:00:00,19005,4/30/2023 12:03:24 AM,0,0,0,1746858,0,1576146,1576146,0,0,0,0,107,1049403,11,165855,9477,0,0,0,0,0,0,0,395,620,0,0,0,757,0,0,0,0,0,0,0,725,399,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576146,20000,0,0,15801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15788,0,0,0,0,4124,0,0,0,0,0,0,0,0,145831,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,867,5613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64778,3/31/2023 0:00:00,19006,4/26/2023 4:02:29 PM,65333977,24904574,0,4335027568,0,3626107298,3656401410,0,12184095,4058206,148168,199515,3849828586,10570,313138415,25506518,0,0,0,0,0,0,0,300626,4944841,0,0,3326240,127657,0,0,0,0,0,11,1780,1452,823,1044,13111257,2183706,0,0,0,3305908,652710141,0,0,0,0,0,0,0,510154155,0,0,0,35136623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32063360,0,0,0,0,34876452,250000000,30294112,658924910,48695248,553945535,1000036059,717997878,0,386008103,0,0,79872,0,0,0,0,0,0,0,0,0,108425892,0,1274886,0,0,0,0,0,0,0,0,0,0,580713964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15718574,326382,94955081,0,0,0,0,0,90586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64782,3/31/2023 0:00:00,19010,4/21/2023 12:02:11 AM,0,14749,0,7680379,0,6892646,6892646,0,3593,0,3778,643,6205681,90,590253,56460,0,0,0,0,0,0,0,1342,2600,0,-277,0,8706,0,0,0,0,0,0,0,1346,420,392,0,0,0,0,0,-8262,0,0,0,0,0,0,0,0,3204188,142699,0,0,101496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66602,0,0,0,0,13485,0,0,1094737,0,2335483,2335483,258238,0,630989,0,0,144,0,0,0,0,0,0,0,0,0,227091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64825,3/31/2023 0:00:00,19053,4/26/2023 12:04:13 AM,0,6483,0,7428218,0,6299139,6299139,0,26267,3929,0,272,3596786,35,915264,30196,0,0,0,0,0,0,0,1574,2000,0,0,0,763,0,0,0,0,0,0,0,750,290,290,0,631,0,0,0,3180,0,0,0,0,0,0,0,0,6281026,502165,0,0,34533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60233,0,0,0,0,3875,0,0,0,18113,0,0,0,0,619859,0,0,154,0,0,0,0,0,0,0,0,0,173266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6047,0,7841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64826,3/31/2023 0:00:00,19054,4/23/2023 12:01:59 AM,0,19560,0,27798990,0,24016189,24265189,0,16172,0,0,1743,21492434,91,1841082,92056,0,0,0,0,0,0,0,3627,60000,0,0,0,8801,0,0,0,0,0,1,895,1100,449,574,59633,5852,0,0,0,0,0,0,0,0,0,0,0,0,16496309,0,0,0,378102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281680,0,0,0,0,471427,0,249000,4247838,648473,1026263,1531606,809983,0,2769037,0,0,583,0,0,0,0,0,0,0,0,0,446087,0,6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56347,1654,194613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64833,3/31/2023 0:00:00,19061,5/3/2023 8:02:50 PM,27252,0,0,36851058,0,31245028,31245028,0,104763,3552,2230,414,10865682,30,728740,110545,0,0,0,0,0,0,0,1386,2000,0,6000,0,0,0,0,0,0,0,0,0,900,500,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25715389,216159,0,0,80645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289071,0,0,0,0,1667,0,0,3472276,0,198338,2057363,0,0,5361214,0,0,94,0,0,0,0,0,0,0,0,0,21539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64834,3/31/2023 0:00:00,19062,4/29/2023 12:08:39 AM,0,1493,0,145590500,0,116108757,116108757,0,0,0,0,168,94982644,11,5587123,0,0,0,0,0,0,0,0,1854,6000,0,0,81,626976,0,0,0,0,0,0,1300,775,299,349,0,0,0,0,0,522016,0,0,0,0,0,0,0,0,60812244,534834,0,0,247252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990023,0,0,0,0,2090574,0,0,4115561,8287403,36111477,41791869,0,0,25787624,0,0,5,0,0,0,0,0,0,0,0,0,1202672,0,0,0,0,0,0,0,0,0,0,0,0,52971458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297228,80979,47870,0,0,0,0,0,7695133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64835,3/31/2023 0:00:00,19063,4/27/2023 12:09:37 AM,123723,79742,0,242385922,0,210351823,210351823,0,383631,40941,0,19384,101332863,997,9320878,582724,0,0,0,0,0,0,0,13173,40000,0,292400,52,144729,0,0,0,0,0,0,849,975,499,599,258849,55552,0,0,0,478746,40827337,0,0,0,0,0,0,0,95012653,2447647,0,0,1501376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991514,0,0,0,0,1212988,0,0,35916792,12429238,20035574,26165803,0,0,34460486,0,0,4048,0,0,0,0,0,0,0,0,0,1426560,0,39291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286405,809155,11937052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64850,3/31/2023 0:00:00,19078,4/27/2023 12:11:54 AM,2946173,254175,0,44717205,0,39282074,39282074,0,59184,19626,78,11186,31456977,2233,3469198,129923,0,0,0,0,0,0,0,4661,13983,0,0,0,20427,0,0,0,0,0,0,1200,949,399,399,104216,9995,0,0,0,0,0,0,0,0,0,0,0,0,22940230,4141943,0,0,555980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422056,0,0,0,0,296502,0,0,11402731,772099,2479692,4139851,0,0,1000355,0,0,6314,0,0,0,0,0,0,0,0,0,480228,0,9753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96754,21438,303103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64852,3/31/2023 0:00:00,19080,4/28/2023 12:10:33 AM,1209941,21044,0,42500152,0,36889991,38377991,0,30601,0,0,1645,36355151,172,1918276,31015,0,0,0,0,0,0,0,5988,245000,0,0,89,7045,0,0,0,0,0,3,1290,1000,449,449,13921,7238,0,0,0,0,745708,0,0,0,0,0,0,0,18891457,0,0,0,440059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338788,0,0,0,0,215430,0,1488000,6595073,2429507,1083195,3826016,4402230,0,3898232,0,0,677,0,0,0,0,0,0,0,0,0,128348,0,0,0,0,0,0,0,0,0,0,0,0,3424580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210665,0,63687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64856,3/31/2023 0:00:00,19084,5/1/2023 12:02:57 AM,0,20500,0,14756827,0,13812089,13812089,0,0,0,57,573,11706542,47,1225726,15330,0,0,0,0,0,0,0,1551,60000,0,0,166,4895,0,0,0,0,0,0,0,700,450,450,0,0,0,0,0,26904,0,0,0,0,0,0,0,0,9135620,260440,0,0,108151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129196,0,0,0,0,24418,0,0,3660732,0,0,0,1015737,0,632976,0,0,293,0,0,0,0,0,0,0,0,0,184514,0,0,0,0,0,0,0,0,0,0,0,0,307507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20102,10564,45161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64859,3/31/2023 0:00:00,19087,4/22/2023 12:02:24 AM,0,4145,0,2736482,0,2316820,2316820,0,800,0,0,300,1111640,32,309490,4941,0,0,0,0,0,0,0,660,1000,0,860,0,1335,0,0,0,0,0,0,0,1750,300,500,0,0,0,0,0,9205,0,0,0,0,0,0,0,0,2316820,66010,0,0,10939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20537,0,0,0,0,5142,0,0,0,0,0,0,0,0,338544,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64868,3/31/2023 0:00:00,19096,4/19/2023 12:03:16 AM,737498,60552,0,32214099,0,26582266,26582266,0,18738,0,10699,1307,15684340,123,1633142,38312,0,0,0,0,0,0,0,3494,123510,0,0,5824,1395,0,0,0,0,0,0,1530,1409,416,673,2753,1111,0,0,0,59061,3733,0,0,0,0,0,0,0,19033412,1002892,0,0,355219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271232,0,0,0,0,146986,0,0,5753383,0,1791738,1791738,0,0,4416946,0,0,353,0,0,0,0,0,0,0,0,0,8173,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31168,20880,2674958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64878,3/31/2023 0:00:00,19106,4/28/2023 12:10:50 AM,563291,183311,0,45694545,0,42117743,42117743,0,25163,103425,303614,1740,32668279,185,3402158,573458,0,0,0,0,0,0,0,6129,150952,0,0,2933,24408,0,0,0,0,0,0,0,1051,400,425,32495,2080,0,0,0,49694,0,0,0,0,0,0,0,0,18603686,1574789,0,0,419304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412712,0,0,0,0,868431,1755,0,9997306,806167,530561,815799,11886470,0,1158171,0,0,838,0,0,0,0,0,0,0,0,0,172247,0,0,0,0,0,0,0,0,0,0,0,0,1074117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62900,16498,718123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64880,3/31/2023 0:00:00,19108,4/29/2023 12:11:46 AM,36581745,6326173,0,1807809807,0,1556368029,1572884029,0,3025943,95477,0,69743,1295110621,3290,75287038,4421133,0,0,0,0,0,0,0,117671,10034113,0,0,883672,455779,0,0,0,0,0,5,1274,1515,349,299,1784935,677641,0,0,0,3688441,0,0,0,0,0,0,0,0,871012298,8938451,0,0,17892098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13141746,0,0,0,0,20151104,75000000,16516000,448350255,26633009,109002260,192155957,12975578,0,106352841,0,0,25336,0,0,0,0,0,0,0,0,0,7057356,0,180967,0,0,0,0,0,0,0,0,0,0,221737775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5122586,951650,78456285,0,0,0,0,0,244582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64882,3/31/2023 0:00:00,19110,5/1/2023 12:02:16 AM,753402,152840,0,38177317,0,32237510,32237510,0,23487,5355,0,1817,12355112,37,773256,94931,0,0,0,0,0,0,0,2062,4000,0,0,0,38261,0,0,0,0,0,0,1099,1600,400,400,20694,1966,0,0,0,0,0,0,0,0,0,0,0,0,18026157,0,0,0,191361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337065,0,0,0,0,10627,0,0,3454837,394533,4505614,8810383,0,0,5891349,0,0,872,0,0,0,0,0,0,0,0,0,54834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31531,44756,144860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64883,3/31/2023 0:00:00,19111,4/14/2023 12:03:09 AM,690834,98379,0,45555729,0,37673358,38785358,0,0,0,2645,2292,25365238,190,3560416,7538,0,0,0,0,0,0,0,3465,8000,0,0,0,47212,0,0,0,0,0,1,990,867.5,324,519.5,0,967,0,0,0,138203,0,0,0,0,0,0,0,0,27969849,0,0,0,258648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354835,0,0,0,0,4532,0,1112000,4877160,1647003,2105410,2875630,0,0,6992479,0,0,718,0,0,0,0,0,0,0,0,0,65180,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34807,472411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64884,3/31/2023 0:00:00,19112,4/29/2023 12:33:47 AM,1661813,885315,0,154841292,0,129423654,143221654,0,243407,34490,0,4590,113331943,150,7801123,429231,0,0,0,0,0,0,0,9328,1006634,0,0,0,311003,0,0,0,0,0,7,1025,1070,574,574,330619,31168,0,0,0,0,0,0,0,0,0,0,0,0,64571401,0,0,0,1474297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388311,0,0,0,0,663069,0,13798000,22477644,804106,24865368,40434525,4,0,12658061,0,0,708,0,0,0,0,0,0,0,0,0,363318,0,3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241273,39287,5841080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64886,3/31/2023 0:00:00,19114,4/28/2023 12:07:51 AM,5607491,582665,0,189375818,0,166978231,166978231,0,247768,314917,171384,8256,125556673,519,10357956,861156,0,0,0,0,0,0,0,13510,100000,0,0,0,143158,0,0,0,0,0,0,990,1000,324,359,79075,7109,0,0,0,224112,0,0,0,0,0,0,0,0,86283667,6265631,0,0,1433152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613419,0,0,0,0,678636,0,0,28334095,7604527,16788083,24104443,18488091,0,11402770,0,0,1988,0,0,0,0,0,0,0,0,0,961751,0,85876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274588,62042,5918077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64892,3/31/2023 0:00:00,19120,5/2/2023 10:02:09 PM,0,0,0,304389,0,247642,247642,0,0,36337,0,3,36796,0,0,36337,0,0,0,0,0,0,0,180,500,0,0,0,0,0,0,0,0,0,0,0,600,600,600,0,0,0,0,0,-1157,0,0,0,0,0,0,0,0,247642,56285,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3862,0,0,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
