"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
1784,3/31/2023 0:00:00,858,4/14/2023 12:03:33 AM,1662104,43902,0,122195444,0,105168321,105168321,0,8135,10396,0,2908,37694007,314,2894096,18531,0,0,0,0,0,0,0,5760,7000,0,0,0,94219,0,0,0,0,0,0,1190,1190,301.9,340.2,25136,3554,0,0,0,0,0,0,0,0,0,0,0,0,55685201,1665211,0,0,588240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028598,0,0,0,0,1456937,0,0,12022256,4393239,8672658,12694998,19761265,0,15977006,0,0,210,0,0,0,0,0,0,0,0,0,93501,0,4672,0,0,0,0,0,0,0,0,0,0,5314020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55494,193089,161478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,3/31/2023 0:00:00,859,4/15/2023 12:01:33 AM,95000,18877,0,72403645,0,65506454,65506454,0,241454,0,0,2481,21092281,121,2114932,241815,0,0,0,0,0,0,0,3651,202000,0,-3703,0,44214,0,0,0,0,0,0,832,608,304,287,0,5216,0,0,0,0,0,0,0,0,0,0,0,0,44380372,0,0,0,358554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625870,0,0,0,0,386901,0,0,9660354,671934,5016108,10212190,0,0,9075708,0,0,103,0,0,0,0,0,0,0,0,0,146265,0,7779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36256,146705,2553596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,3/31/2023 0:00:00,861,4/28/2023 12:12:53 AM,1182809,41268,0,60509222,0,54917619,54917619,0,5531,0,0,2192,35227453,156,5483955,68348,0,0,0,0,0,0,0,5141,55136,0,0,0,9215,0,0,0,0,0,0,990,797,297,397,5516,5468,0,0,0,99210,0,0,0,0,0,0,0,0,34600679,1489791,0,0,504702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567126,0,0,0,0,660986,0,0,14367984,552644,294293,648989,4747323,0,3347395,0,0,391,0,0,0,0,0,0,0,0,0,191726,0,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105810,34630,1444134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,3/31/2023 0:00:00,863,4/29/2023 12:12:19 AM,13145988,1434958,0,344809093,0,303543361,310560361,0,0,632,0,9300,230286084,553,16095634,1883,0,0,0,0,0,0,0,16789,591610,0,0,14032,595949,0,0,0,0,0,3,1225,1525,415,450,87061,55544,0,0,0,0,1225608,0,0,0,0,0,0,0,127193044,0,0,0,2741146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3055487,0,0,0,0,9725743,0,7017000,75566036,6341976,23729025,48335787,40264600,0,37330239,0,0,3972,0,0,0,0,0,0,0,0,0,239310,0,8498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653948,133416,21976986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,3/31/2023 0:00:00,868,4/26/2023 12:03:39 AM,149162,48702,0,25945978,0,23140859,23140859,0,115215,194523,76295,1098,15437040,81,1468030,526922,0,0,0,0,0,0,0,1954,30000,0,0,2,19596,0,0,0,0,0,0,0,996,358,540,10306,3027,0,0,0,55459,745910,0,0,0,0,0,0,0,13998115,272511,0,0,239357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204298,0,0,0,0,71872,0,0,4538410,509552,914573,2163425,1185447,0,2405277,0,0,236,0,0,0,0,0,0,0,0,0,189489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,3/31/2023 0:00:00,872,4/25/2023 12:06:36 AM,37375204,23464625,0,2303501494,0,2090342365,2090342365,0,1450326,119194,2432,40978,1297284857,2830,100042647,4823204,0,0,0,0,0,0,0,132178,360252,0,0,240426,1727291,0,0,0,0,0,0,800,875,425,475,2559411,696667,0,0,0,0,313623,0,0,0,0,0,0,0,1019825375,8721926,0,0,17571157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19508143,0,0,0,0,45022717,20000000,0,450842000,45382455,220890312,246352556,322745737,0,236301245,0,0,3794,0,0,0,0,0,0,0,0,0,6818768,0,354257,0,0,0,0,0,0,0,0,0,0,197064466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3949472,3401971,13669919,0,0,0,0,0,44436780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,3/31/2023 0:00:00,873,4/19/2023 12:05:23 AM,203079,23784,0,33888461,0,29827537,29827537,0,0,5031,7820,169,10669472,17,783454,83755,0,0,0,0,0,0,0,1448,7000,0,10398,0,12408,0,0,0,0,0,0,0,601,399,578,0,0,0,0,0,0,52840,0,0,0,0,0,0,0,29284586,179198,0,0,124933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322152,0,0,0,0,28146,127093,0,0,0,490111,490111,0,0,5594775,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64981,92110,505731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,3/31/2023 0:00:00,874,4/29/2023 12:09:14 AM,2274437,72497,0,47180143,0,44856718,44856718,0,1935,115390,364040,1964,19933558,34,733326,487193,0,0,0,0,0,0,0,4135,15021,0,0,0,21573,0,0,0,0,0,0,1350,990,1385,1850,121067,1433,0,0,0,0,0,0,0,0,0,0,0,0,29162301,478035,0,0,444184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452690,0,0,0,0,377014,0,0,9122030,1427800,2433063,3215125,1901754,0,3116282,0,0,164,0,0,0,0,0,0,0,0,0,480742,0,6885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38182,83657,343931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,3/31/2023 0:00:00,876,5/9/2023 4:14:53 PM,61501,35964,0,24077899,0,20596383,20596383,0,136702,50631,0,1059,14742314,98,1935311,244373,0,0,0,0,0,0,0,2027,109000,0,0,0,5735,0,0,0,0,0,0,1360,1176,482,798,55525,37082,0,0,0,77730,1601791,0,0,0,0,0,0,0,11819864,1111751,0,0,275470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205025,0,0,0,0,-8053,0,0,3596859,717471,2282728,2282728,577670,0,2842038,0,0,474,0,0,0,0,0,0,0,0,0,209169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34512,0,75855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,3/31/2023 0:00:00,877,4/27/2023 12:07:16 AM,17950537,1844610,0,839179489,0,758696204,758908908,0,1188357,268402,244659,24256,332514678,1147,38217444,1902296,0,0,0,0,0,0,0,51185,202906,0,0,692,1238326,0,0,0,0,0,5,1300,550,307,379,572243,164709,0,0,0,0,0,0,0,0,0,0,0,0,332575549,74299808,0,0,5060450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7689289,0,0,0,0,5452093,0,212704,142492497,50530088,43338374,76212237,156885833,0,463500,0,0,4454,0,0,0,0,0,0,0,0,0,3621733,0,180774,0,0,0,0,0,0,0,0,0,0,580254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110909,1073652,10832299,0,0,0,0,0,47657490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,3/31/2023 0:00:00,878,4/27/2023 12:10:02 AM,9763448,782043,0,363906497,0,325542202,325542202,0,796291,284393,0,11525,250140445,570,19224879,1821698,0,0,0,0,0,0,0,19892,50000,0,0,0,549584,0,0,0,0,0,0,975,1044.27,423.64,485.88,306525,90745,0,0,0,0,0,0,0,0,0,0,0,0,43900292,0,0,0,2156486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073135,0,0,0,0,1299271,0,0,48097319,9569933,20568264,56495923,167478735,0,39492766,0,0,3532,0,0,0,0,0,0,0,0,0,2271176,0,154681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723697,307456,12585551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,3/31/2023 0:00:00,881,5/1/2023 12:06:15 AM,147942,315339,0,5502850,0,4911742,4911742,0,0,0,1023,204,2318651,26,248521,11634,0,0,0,0,0,0,0,1011,2500,0,0,0,2815,0,0,0,0,0,0,0,1100,550,700,0,0,0,0,0,0,41515,0,0,0,0,0,0,0,4451686,0,0,0,69275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,0,0,0,0,42277,0,0,309058,109483,0,0,0,0,545712,0,0,124,0,0,0,0,0,0,0,0,0,24297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6295,0,20184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,3/31/2023 0:00:00,883,4/29/2023 12:10:02 AM,31013418,5825754,0,1260542274,0,1142791697,1143141697,0,504530,44246,138109,18490,753492032,1400,59543228,1401264,0,0,0,0,0,0,0,65652,887250,0,0,297728,1510294,0,0,0,0,0,2,1199,700,275,450,1094311,191564,0,0,0,582190,0,0,0,0,0,0,0,0,531324653,2400000,0,0,8208841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11355306,0,0,0,0,18271006,20000000,350000,235009569,50892208,220837219,233460702,91712539,0,116771237,0,0,1660,0,0,0,0,0,0,0,0,0,3179191,0,104414,0,0,0,0,0,0,0,0,0,0,93019201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398837,764275,12739311,0,0,0,0,0,12111281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,3/31/2023 0:00:00,885,4/26/2023 12:04:01 AM,0,489,0,4078929,0,3507719,3507719,0,0,0,0,193,2679461,28,404697,0,0,0,0,0,0,0,0,393,500,0,0,0,2212,0,0,0,0,0,0,0,1050,375,425,0,0,0,0,0,5720,0,0,0,0,0,0,0,0,3507719,108121,0,0,21083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38578,0,0,0,0,4488,0,0,0,0,0,0,0,0,452881,0,0,47,0,0,0,0,0,0,0,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775,7594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,3/31/2023 0:00:00,892,4/29/2023 12:17:49 AM,26649854,1332762,0,408657206,0,346689961,346689961,0,1757781,231128,0,5420,176099970,539,11119914,2757556,0,0,0,0,0,0,0,19931,167989,0,102907,0,283381,0,0,0,0,0,0,1025,575,340,290,159726,76326,0,0,0,0,0,0,0,0,0,0,0,0,232338352,40225,0,0,2492588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3025389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3637998,0,0,0,0,2122270,0,0,43843041,15972896,42477280,54535672,0,0,62969990,0,0,900,0,0,0,0,0,0,0,0,0,1463530,0,49127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378295,589232,18747618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,3/31/2023 0:00:00,895,4/21/2023 12:04:34 AM,0,1559,0,34985745,0,28990840,28990840,0,24625,5455,0,1345,12803913,52,1579233,88354,0,0,0,0,0,0,0,1930,5500,0,0,40,10964,0,0,0,0,0,0,890,900,350,350,17389,5626,0,0,0,0,0,0,0,0,0,0,0,0,22594361,5401629,0,0,209338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310455,0,0,0,0,39141,0,0,2243265,121031,3271860,4032183,0,0,554135,0,0,90,0,0,0,0,0,0,0,0,0,22690,0,9415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36226,35048,189451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,3/31/2023 0:00:00,896,4/29/2023 12:03:35 AM,15288754,963877,0,209704222,0,187323988,187323988,0,51564,0,0,3547,119122853,92,3268953,81793,0,0,0,0,0,0,0,14438,39709,0,0,0,113984,0,0,0,0,0,0,765,863,361,384,54467,3744,0,0,0,0,0,0,0,0,0,0,0,0,116839024,21519730,0,0,1483429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872908,0,0,0,0,1577073,0,0,32450140,2760211,13001921,16463375,18590458,0,5222213,0,0,299,0,0,0,0,0,0,0,0,0,231426,0,44336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235714,119573,966062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,3/31/2023 0:00:00,902,4/19/2023 12:02:27 AM,684371,148071,0,22502852,0,16733234,18917234,0,71142,0,0,1437,18409946,197,1960521,145533,0,0,0,0,0,0,0,2463,81137,0,0,0,48434,0,0,0,0,0,9,1650,1292,757,887,145051,175,0,0,0,0,0,0,0,0,0,0,0,0,7914768,393591,0,0,313342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179517,0,0,0,0,246915,0,2184000,3191507,1014969,111562,4611990,0,0,2945112,0,0,442,0,0,0,0,0,0,0,0,0,884398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76911,7163,63682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,3/31/2023 0:00:00,903,4/18/2023 12:02:47 AM,1089962,86051,0,86884931,0,69145070,74483070,0,0,0,0,4031,55278922,261,7993984,12556,0,0,0,0,0,0,0,5727,16895,0,-9299,34319,87758,0,0,0,0,0,7,899,1175,375,375,61575,26859,0,0,0,0,0,0,0,0,0,0,0,0,35275125,455977,0,0,592461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654972,0,0,0,0,1193526,2500000,5338000,13709537,2014350,5294591,6511694,11634364,0,8306128,0,0,637,0,0,0,0,0,0,0,0,0,392702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108483,36312,159217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,3/31/2023 0:00:00,904,4/26/2023 12:08:42 AM,169576,1,0,62349848,0,54221879,54221879,0,12798,0,0,2772,40626004,211,4651708,27028,0,0,0,0,0,0,0,4359,198487,0,0,0,74732,0,0,0,0,0,0,990,757,305,294,19354,23382,0,0,0,0,0,0,0,0,0,0,0,0,43273516,0,0,0,194376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562939,0,0,0,0,-3317,0,0,5933403,4888891,126069,126069,0,0,8131286,0,0,1306,0,0,0,0,0,0,0,0,0,285355,0,15538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67394,20313,95243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,3/31/2023 0:00:00,906,4/29/2023 12:14:53 AM,1309913,60757,0,165044927,0,140930501,140930501,0,5329,0,0,4126,140970547,149,7685118,266499,0,0,0,0,0,0,0,6453,103500,0,0,37118,261123,0,0,0,0,0,0,707,806,247,383,10193,6776,0,0,0,443800,2079939,0,0,0,0,0,0,0,29332826,0,0,0,804417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269263,0,0,0,0,598566,1885000,0,23344916,4399890,16426099,30160717,48554806,0,21447806,0,0,1024,0,0,0,0,0,0,0,0,0,995520,0,56021,0,0,0,0,0,0,0,0,0,0,682395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300233,67276,4602090,0,0,0,0,0,9058699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
