"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
21009,3/31/2023 0:00:00,11310,0,0,0,0,136109483,4151609,398807,155851391,0,136109483,4151609,398807,0,0,0,0,0,0,0,0,122022,3,0,0,0,0,0,0,0,1020429,0,460113,0,0,0,0,0,0,0,0,0,0,0,41203,0,0,0,0,0,0,0,0,679530,5827,76384,119527,3200,72297,347544,0,0,0,0,6456,15965,7320397,0,0,3638753,0,0,0,0,1460416,9309877,0,0,0,-9000,448,4586,159,8264,0,403,13860,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,1480542,0,188779,146485,0,69706,0,93883,0,0,0,0,0,0,0,0,434997,98750,0,0,0,0,0,0,0,0,0,0,16083142,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,0,0,3300000,33160618,0,0,849588,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21012,3/31/2023 0:00:00,11311,0,0,0,0,129047304,16856171,2275068,167386121,0,129047304,16856171,2275068,0,0,0,25,0,0,0,0,62022,3,0,0,0,0,0,0,0,996373,0,480429,0,0,0,0,0,0,0,0,0,0,0,182186,0,0,0,0,0,0,0,0,607296,11290,91798,116575,35485,18885,346763,0,0,0,0,6390,10263,16490856,0,0,7306930,0,0,0,0,2491198,7954040,0,0,8655,25241,666,7866,354,11872,1334,2764,24856,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,1476802,0,493026,328743,0,230978,0,80000,58904,0,0,0,0,0,0,0,1421268,25244626,0,0,0,0,0,0,0,0,0,0,17038819,1018,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,6000000,34619127,0,0,123679,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21020,3/31/2023 0:00:00,11316,0,0,0,0,7729192,0,0,8351216,0,7729192,0,0,0,0,0,0,0,0,0,0,122021,3,0,0,0,0,0,0,0,32465,0,21348,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,31388,560,3612,5064,75,757,3919,0,0,0,0,0,1933,1362628,0,0,799957,0,0,0,0,0,184483,0,0,0,0,0,418,0,1065,0,0,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,53813,0,370,1965,0,4910,0,33900,0,0,0,0,0,0,0,0,58535,1821406,0,0,0,0,0,0,0,0,0,0,616195,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21026,3/31/2023 0:00:00,11322,0,0,0,0,67747654,5711741,1530576,85075718,0,67747654,5711741,1530576,0,0,0,8,0,0,0,0,122022,2,0,0,0,0,0,0,0,570312,0,245798,0,0,0,0,0,0,0,0,0,0,0,66830,0,0,0,0,0,0,0,0,340298,14211,59786,120994,24056,46369,124934,0,0,0,0,3335,4343,9017895,0,0,9114625,0,0,0,0,3127157,2475339,0,0,0,-900,398,3567,109,6016,0,2,10092,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,816110,0,180940,84708,0,173576,0,62663,0,0,0,0,0,0,0,0,593150,3748440,0,0,0,0,0,0,0,0,0,0,10957083,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,3000000,25473430,0,0,542792,1653.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21029,3/31/2023 0:00:00,11324,0,0,0,0,4991499,0,0,5687453,0,4991499,0,0,0,0,0,6,0,0,0,0,112022,3,0,0,0,0,0,0,0,31363,0,22764,0,0,0,0,0,0,0,0,0,0,0,5169,0,0,0,0,0,0,0,0,0,0,4880,5049,0,1777,28331,0,0,0,0,0,1233,480544,0,0,620014,0,0,0,0,0,219179,0,0,0,0,0,0,0,287,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,54127,0,9275,1240,0,16127,0,596,0,0,0,0,0,0,0,0,0,1053611,0,0,0,0,0,0,0,0,0,0,681960,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,206172,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21057,3/31/2023 0:00:00,11345,0,0,0,0,5714611,0,0,6337253,0,5714611,0,0,0,0,0,4,0,0,0,0,122022,2,0,0,0,0,0,0,0,45700,0,4835,0,0,0,0,0,0,0,0,0,0,0,17668,0,0,0,0,0,0,0,0,41438,0,6300,17728,193,1541,600,0,3365,0,0,0,2854,1572366,0,0,1790460,0,0,0,0,0,1405369,0,0,0,0,56,467,0,1029,335,0,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,50535,0,20174,1601,0,-5411,0,26751,0,0,0,0,0,0,0,0,81584,492299,0,0,0,0,0,0,0,0,0,0,567195,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49177,0,0,49177,500000,0,0,101643,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21070,3/31/2023 0:00:00,11355,0,0,0,0,22885230,42529,0,24622742,0,22885230,42529,0,0,0,0,0,0,0,0,0,62022,3,0,0,0,0,0,0,0,63270,0,110321,0,0,0,0,0,0,0,0,0,0,0,38442,0,0,0,0,0,0,0,0,38737,0,12396,65828,6623,10079,2175,0,0,0,0,970,945,3453909,0,0,915353,0,0,0,0,109611,757794,0,0,0,0,18,959,68,2237,0,151,3433,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,173591,0,38442,3509,0,67171,0,93800,0,0,0,0,0,0,0,0,501070,1624381,0,0,0,0,0,0,0,0,0,0,1659630,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21073,3/31/2023 0:00:00,11358,0,0,0,0,53588458,1083725,326322,76695908,0,53588458,1083725,326322,0,0,0,16,0,0,0,0,62022,3,0,0,0,0,0,0,0,675112,0,137667,0,0,0,0,0,0,0,0,0,0,0,281959,0,0,0,0,0,0,0,0,413591,24974,30194,175457,10247,26166,198765,0,0,0,0,3196,24418,17701338,0,0,3678834,0,0,0,0,0,4435698,0,0,0,636,253,4762,89,11611,0,421,17136,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,812779,0,440207,30673,0,235412,5,139734,156,0,0,0,0,0,0,0,2487970,5814374,0,0,0,0,0,0,0,0,0,0,21330705,2768,0,0,0,180020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,1531766,1709.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21083,3/31/2023 0:00:00,11364,0,0,0,0,346033594,21368311,2133705,405380079,0,346033594,21368311,2133705,0,0,0,0,0,0,0,0,92022,3,0,0,0,0,0,0,0,2342234,0,946235,0,0,0,0,0,0,0,0,0,0,0,345124,0,0,0,0,0,0,0,0,1482359,25043,191654,513520,70891,437940,287488,0,0,0,0,0,21566,51131802,0,0,23473688,0,0,0,0,2708554,14960460,0,0,-13633,0,2242,11876,1115,23500,0,1113,39846,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0,3288469,0,832637,709614,0,576031,0,258218,0,0,0,0,0,0,0,0,3528627,16710755,0,0,0,0,0,0,0,0,0,0,54486588,1344,0,12483966,0,24688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2986,51778216,0,0,0,0,0,0,0,0,0,36564647,0,0,954503,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21100,3/31/2023 0:00:00,11376,0,0,0,0,24594497,4569414,0,34232226,0,24594497,4569414,0,0,0,0,17,0,0,0,0,52022,3,0,0,0,0,0,0,0,189401,0,106286,0,0,0,0,0,0,0,0,0,0,0,63581,0,0,0,0,0,0,0,0,116611,2192,45673,86875,1033,5000,29868,0,0,0,0,0,26485,5582585,0,0,2152722,0,0,0,0,855975,626953,0,0,0,0,92,1117,108,3426,170,0,4913,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,295687,0,75958,21395,0,-67374,130908,83526,0,0,0,0,0,0,0,0,421611,6328811,0,0,0,0,0,0,0,0,0,0,4986652,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,42561,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21107,3/31/2023 0:00:00,11380,0,0,0,0,13498491,0,0,15840764,0,13498491,0,0,0,0,0,0,0,0,0,0,42022,2,0,0,0,0,0,0,0,89608,0,42716,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,40605,0,0,21812,0,958,0,0,0,0,0,0,0,4005679,0,0,1591189,0,0,0,0,0,710478,0,0,0,0,0,0,0,1966,533,0,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,132324,0,824,24652,0,-11430,0,66419,0,0,0,0,0,0,0,0,0,1963899,0,0,0,0,0,0,0,0,0,0,2318318,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21109,3/31/2023 0:00:00,11382,0,0,0,0,20344606,0,0,26783091,0,20344606,0,0,0,0,0,0,0,0,0,0,122021,3,0,0,0,0,0,0,0,113003,0,93691,0,0,0,0,0,0,0,0,0,0,0,20539,0,0,0,0,0,0,0,0,136883,30,3745,21458,0,2312,35584,0,0,0,0,0,2110,2044464,0,0,750639,0,0,0,0,0,1417610,0,0,0,0,49,733,0,2579,0,0,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,206694,0,21392,5166,0,20798,0,111746,25,0,0,0,0,0,0,0,13243,977402,0,0,0,0,0,0,0,0,0,0,5583826,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,0,0,850000,900000,0,0,306927,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21111,3/31/2023 0:00:00,11384,0,0,0,0,4395102,0,0,4949032,0,4395102,0,0,0,0,0,2,0,0,0,0,62022,3,0,0,0,0,0,0,0,15793,0,15626,0,0,0,0,0,0,0,0,0,0,0,3002,0,0,0,0,0,0,0,0,20007,0,0,6930,0,541,968,0,0,0,0,85,0,636320,0,0,537423,0,0,0,0,0,44362,0,0,0,0,0,0,0,1644,0,0,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31419,0,7351,109,0,9980,4204,0,2,0,0,0,0,0,0,0,25,847473,0,0,0,0,0,0,0,0,0,0,544243,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,0,0,48101,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21115,3/31/2023 0:00:00,11387,0,0,0,0,21518530,914375,0,24886267,0,21518530,914375,0,0,0,0,0,0,0,0,0,62022,2,0,0,0,0,0,0,0,54365,0,103196,0,0,0,0,0,0,0,0,0,0,0,2253,0,0,0,0,0,0,0,0,41095,0,4326,34137,17666,750,6227,0,0,0,0,595,43051,1548577,0,0,1014900,0,0,0,0,250322,922090,0,0,0,0,134,610,0,1442,489,0,2675,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,157561,0,2253,8697,0,3270,0,0,0,0,0,0,0,0,0,0,90079,1171056,0,0,0,0,0,0,0,0,0,0,2467382,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4738,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21126,3/31/2023 0:00:00,11395,0,0,0,0,8638915,6386,0,9545561,0,8638915,6386,0,0,0,0,0,0,0,0,0,32022,2,0,0,0,0,0,0,0,63823,0,10517,0,0,0,0,0,0,0,0,0,0,0,8865,0,0,0,0,0,0,0,0,40553,0,0,21610,14,1283,2281,0,0,0,0,0,2284,2409709,0,0,1243015,0,0,0,0,0,226365,0,0,0,0,8,288,19,1931,0,0,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,74340,0,8947,3710,0,11720,0,20067,0,0,0,0,0,0,0,0,96529,554732,0,0,0,0,0,0,0,0,0,0,891842,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,166309,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21140,3/31/2023 0:00:00,11407,0,0,0,0,15300399,4355820,1333236,25007101,0,15300399,4355820,1333236,0,0,0,31,0,0,0,0,32022,2,0,0,0,0,0,0,0,123465,0,43985,0,0,0,0,0,0,0,0,0,0,0,3575,0,0,0,0,0,0,0,0,48532,1110,12870,24733,1463,6036,13659,0,0,0,0,1058,1649,2562170,0,0,1167094,0,0,0,0,101174,602440,0,0,0,0,563,0,80,1425,0,0,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,167450,0,4239,53315,0,-6417,111801,0,439475,0,0,0,0,0,0,0,100,1067148,0,0,0,0,0,0,0,0,0,0,3280390,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,200000,0,350000,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21157,3/31/2023 0:00:00,11422,0,0,0,0,21283696,553207,220460,24105547,0,21283696,553207,220460,0,0,0,21,0,0,0,0,62022,3,0,0,0,0,0,0,0,121940,0,147510,0,0,0,0,0,0,0,0,0,0,0,55543,0,0,0,0,0,0,0,0,121463,0,1814,29810,0,15554,43878,0,0,0,0,80,57058,1926054,0,0,710994,0,0,0,0,479575,990865,0,0,0,0,50,1136,238,4452,348,228,6452,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,269450,0,60003,29596,0,562,173115,0,0,0,0,0,0,0,0,0,291277,488245,0,0,0,0,0,0,0,0,0,0,1904081,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,611191,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21161,3/31/2023 0:00:00,11425,0,0,0,0,14906953,0,0,16152160,0,14906953,0,0,0,0,0,21,0,0,0,0,62022,2,0,0,0,0,0,0,0,69460,0,40422,0,0,0,0,0,0,0,0,0,0,0,6883,0,0,0,0,0,0,0,0,57320,0,0,25174,401,3937,11601,0,0,0,0,0,-106,1523153,0,0,3089230,0,0,0,0,0,0,0,0,0,0,0,0,0,5075,0,0,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,109882,0,8585,1814,0,15529,0,65757,0,0,0,0,0,0,0,0,42581,1739389,0,0,0,0,0,0,0,0,0,0,1244168,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,222830,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21167,3/31/2023 0:00:00,11430,0,0,0,0,14360118,0,0,17988119,0,14360118,0,0,0,0,0,1,0,0,0,0,92022,2,0,0,0,0,0,0,0,65440,0,76022,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,65356,4463,2143,5749,0,1043,6025,0,0,0,0,0,1648,1587696,0,0,1684336,0,0,0,0,0,562581,0,0,0,908,0,0,0,1306,0,0,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,141462,0,913,38416,0,17532,0,243164,0,0,0,0,0,0,0,0,0,2338343,0,0,0,0,0,0,0,0,0,0,3615856,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21190,3/31/2023 0:00:00,11447,0,0,0,0,10130634,212883,84116,11208042,0,10130634,212883,84116,0,0,0,0,0,0,0,0,62022,2,0,0,0,0,0,0,0,59108,0,28649,0,0,0,0,0,0,0,0,0,0,0,4786,0,0,0,0,0,0,0,0,37277,342,5634,15576,0,8924,1308,0,0,0,0,0,1629,2050908,0,0,0,0,0,0,0,442719,618202,0,0,0,0,74,276,29,1364,0,0,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,87757,0,14823,3020,0,1919,0,10000,491,0,0,0,0,0,11017968,0,7775,2404781,0,0,0,0,0,0,0,0,0,0,778121,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,20368,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21202,3/31/2023 0:00:00,11458,0,0,0,0,18356168,271216,0,20280160,0,18356168,271216,0,0,0,0,5,0,0,0,0,92022,2,0,0,0,0,0,0,0,111903,0,49661,0,0,0,0,0,0,0,0,0,0,0,18856,0,0,0,0,0,0,0,0,97971,1050,11631,40009,0,12991,10457,0,0,0,0,0,460,4253082,0,0,678090,0,0,0,0,503159,912232,0,0,0,0,18,778,46,2477,0,63,3382,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,161564,0,27944,3181,0,9113,0,129375,0,0,0,0,0,0,0,19906781,249543,960512,0,0,0,0,0,0,0,0,0,0,1528253,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532818,0,0,252651,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
