"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017"
1,3/31/2023 0:00:00,2,WISe,1250000,0,2730407,0,0,2698,0,0,0,0,0,2236,0,5815,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,6185,3325,0,10273,8,0,54675,0,36105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104189,0,0,0,0,0,0,0
6,3/31/2023 0:00:00,7,WISe,814123,0,15190866,37565186,0,394546,0,0,19500,0,0,8557937,708020,200848,71625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46275,0,3384,294318,95104,99473,65973,15520,276070,73,0,156794,0,50279,0,0,0,0,0,0,201202,0,0,0,0,0,0,281228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301557,23472,0,911498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2399920,0,0,0,0,0,0,0,2936480,0,0,0,0,0,0,0
12,3/31/2023 0:00:00,11,WISe,19522619,0,20844194,6119127,30200,130200,0,0,0,0,0,3187341,0,45383,26532,0,0,0,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20197,1362,0,60315,8905,35770,27993,0,72668,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30464,0,0,144409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719379,0,0,0,0,0,0,0
13,3/31/2023 0:00:00,12,WISe,100000,0,92891918,478103,4112545,4112545,0,0,280848,0,0,7654031,0,114466,31095,0,0,0,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48531,0,0,230705,5012,52802,29041,0,86855,14,129199,452512,0,195619,20289,31260,0,0,51549,8,384108,145742,0,0,0,145742,1,946984,24030,0,0,0,24030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825315,0,0,767056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18332,516018163,0,0,0,0,2,31280,0,5450996,1810,0,52000846,0,51115709,0,51115709
16,3/31/2023 0:00:00,14,WISe,5891140,0,6919015,0,0,40342,0,0,0,0,0,52534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79447,0,0,0,0,0,0,0
19,3/31/2023 0:00:00,16,WISe,22564,0,780509,8071000,0,2857,0,0,0,0,0,21429,0,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51897,0,0,0,0,0,0,0
22,3/31/2023 0:00:00,17,WISe,22610200,0,34470794,16867082,9154600,9154600,0,0,0,0,0,1812813,0,0,7457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5118,0,0,11706,0,0,0,3290,3290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5118,0,0,253005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2769879,0,0,0,0,0,0,0
26,3/31/2023 0:00:00,19,WISe,13444000,0,15145925,0,0,111464,0,0,0,0,0,56617,0,0,100,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5919,0,0,0,5919,0,0,0,0,0,0,0,0,0,0,0,47988,0,0,0,0,0,0,0,0,47988,0,0,47988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133627,0,0,0,0,0,0,0
28,3/31/2023 0:00:00,21,WISe,0,0,14219697,67455863,15646800,15652159,0,0,366188,125370,0,40694645,19717723,652231,199094,92128,17343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524,0,0,0,0,0,0,0,0,0,491558,208095,453077,21015,31779,713966,153,157433,1408286,0,384648,217413,118727,103016,14621,453777,27,3434992,101637,172768,118772,284158,677335,6,472238,18471,411799,83912,45854,560036,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180416,0,0,180416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111335,0,0,6905942,180416,0,25000000,296057,0,0,45000000,2402349,0,0,0,0,0,0,0,0,0,0,13963,261655421,0,0,0,0,0,0,0,11081093,0,-139245,37809270,15266686,56872447,0,72139133
42,3/31/2023 0:00:00,29,WISe,40278000,0,54870338,10200000,0,66000,0,0,0,0,0,1119979,0,19591,16255,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253,0,0,93362,4353,21881,24855,9391,60480,18,0,42332,0,0,0,0,0,0,0,0,297674,0,0,0,89358,89358,1,222901,13164,0,0,99509,112673,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66102,0,0,361514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39582,0,0,0,0,0,0,0,1161955,0,0,0,0,0,0,0
47,3/31/2023 0:00:00,30,WISe,25634000,0,29651781,250000,0,0,0,0,0,0,0,339034,0,1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,0,0,0,0,0,0,0,0,0,29251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303185,0,0,0,0,0,0,0
48,3/31/2023 0:00:00,31,WISe,15317000,0,19562014,15491000,0,155000,0,0,0,0,0,6455940,0,44879,7453,0,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4878,0,0,23729,2191,29443,2685,0,34319,8,0,40011,0,12435,0,0,0,0,0,1,0,0,0,0,0,0,0,1221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47080,593,0,65105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367778,0,0,0,0,0,0,0
51,3/31/2023 0:00:00,32,WISe,0,0,333698220,1581994581,7027002,7423164,1615000,163554,0,0,48365318,298168331,480250233,2043605,706884,99965,16815,0,95,42185,22506,0,0,0,0,0,0,0,0,0,223706,0,0,0,0,0,177592,0,1800,0,0,0,0,716128,0,0,1782285,582187,1036524,71038,32023,1721772,356,523881,679138,0,808353,166276,151886,139190,0,457352,25,18241361,993724,1673946,2243536,3117262,8028468,72,2252498,69160,287252,419797,929506,1705715,36,0,0,0,0,0,0,0,6169328,0,0,0,0,0,0,0,0,0,0,0,0,0,614259,0,0,0,0,0,0,0,0,544849,0,5640416,6185265,3,195191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3730494,453459,0,14758720,6185265,0,0,0,0,0,0,0,0,0,0,0,36548324,291167,0,0,0,0,26405,581760631,0,0,0,0,1252,25065202,0,59600475,699130,222096,675144736,69590911,734904943,302247476,1106743330
53,3/31/2023 0:00:00,33,WISe,15559000,0,18840569,6250000,0,80000,0,0,0,0,0,5764713,5649315,720,4661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6685,0,0,17906,25717,4946,13740,219,44622,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83179,83179,1,337757,0,96765,0,0,96765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32402,0,0,222645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636865,0,0,0,0,0,0,0
60,3/31/2023 0:00:00,35,WISe,30986000,0,46264298,107026275,3312579,3492115,0,0,137000,0,0,13973813,9972640,4241,11855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3464,0,0,57366,10899,36223,25425,10877,83424,32,0,160697,0,69638,0,2928,11797,4208,18933,5,139350,0,0,112300,31578,143878,3,170806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91635,0,0,0,0,0,1,0,0,0,0,394864,394864,2,0,0,0,0,0,0,0,0,0,0,504489,504489,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175060,3416,0,810483,899354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,23793836,0,0,0,0,0,0,0,3260293,0,0,0,0,0,0,0
75,3/31/2023 0:00:00,40,WISe,849253,0,956906,1081655,0,968,0,0,0,0,0,9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8136,0,0,0,0,0,0,0
77,3/31/2023 0:00:00,41,WISe,0,0,15048063,39912812,761600,1936392,0,0,73955,0,0,2488203,2637414,21950,5206,8046,300,0,0,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31451,0,0,0,0,0,3,0,0,0,21254,0,0,5814,0,5814,1,510045,0,0,28637,0,28637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5814,28637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,6207098,0,0,0,0,0,0,0,1649193,-22723,0,0,0,0,0,0
79,3/31/2023 0:00:00,43,WISe,0,0,45168205,158148287,344700,344700,0,0,231920,0,0,18664975,38313153,249665,40829,0,0,0,0,0,3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,0,0,121620,7321,14127,1164,0,180500,76103,13947,5598,5432,101080,21,10165,99702,0,82645,0,5992,0,8607,14599,3,1653620,0,155380,0,0,155380,2,110839,22389,14484,2393,16000,55266,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223650,0,62892,1092377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7337,199814036,0,0,0,0,2017,1307067,0,6505632,0,0,70054575,0,35284622,0,35284622
82,3/31/2023 0:00:00,46,WISe,6607539,0,25981827,16564492,1452000,1452000,310155,0,613378,0,0,13923380,2753579,12866,1843,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54755,0,2997,32675,24907,45243,12553,0,82703,17,39125,939052,0,0,0,0,0,0,0,0,106396,0,0,0,40392,40392,1,482605,222286,0,105353,99146,426785,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283122,13166,0,2014493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5636,86836884,0,0,0,0,0,0,0,3047658,0,-13658,0,0,0,0,0
90,3/31/2023 0:00:00,49,WISe,4363000,0,5292555,0,49605,109877,0,0,0,0,0,52705,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,5246,20503,10454,0,0,30957,8,11575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32519,0,0,27837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78207,0,0,0,0,0,0,0
98,3/31/2023 0:00:00,54,WISe,0,0,1060582,8480000,0,15800,0,0,0,0,0,31679,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,921,0,0,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71984,0,0,0,0,0,0,0
107,3/31/2023 0:00:00,57,WISe,36082000,0,42934765,5324653,0,239307,0,0,0,0,0,2947497,0,1967,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12038,0,0,5345,0,6568,0,0,6568,1,0,44307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56345,13895,0,120497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,2362497,0,0,0,0,61,928700,0,537571,0,0,0,0,0,0,0
108,3/31/2023 0:00:00,58,WISe,24150000,0,25253110,1400000,0,278543,0,0,3456,0,0,381200,0,678,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10087,0,0,14529,0,0,0,0,0,0,0,12674,0,0,0,0,0,0,0,0,50721,0,0,33389,15364,48753,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294290,0,0,0,0,0,0,0
110,3/31/2023 0:00:00,59,WISe,4460000,0,7186121,0,0,0,0,0,0,0,0,20302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106502,0,0,0,0,0,0,0
119,3/31/2023 0:00:00,62,WISe,0,0,3990587,74054523,207900,299040,0,0,0,0,0,3710141,0,25569,10186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13280,0,0,13459,0,17780,8741,2859,29380,11,0,0,0,0,0,0,0,0,0,0,638659,0,70092,0,0,70092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13280,70092,0,149112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,383875,0,0,0,0,0,0,0,251546,0,0,0,0,0,0,0
120,3/31/2023 0:00:00,63,WISe,0,0,17553816,63535185,307609,412248,0,0,0,0,0,2070882,0,20760,16626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88259,69090,0,0,0,69090,0,0,62697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131787,22009,0,43516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936776,0,0,0,0,0,0,0
132,3/31/2023 0:00:00,69,WISe,737188,0,920163,0,0,3333,0,0,0,0,0,0,0,8427,4736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797,5455,12480,20539,41271,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797,0,0,22775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-234,9501,0,0,0,0,0,0,0
135,3/31/2023 0:00:00,70,WISe,26584000,0,30125641,2000000,101700,415244,0,0,0,0,0,488453,0,1029,12293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117,318,384,0,0,702,3,0,96334,0,57844,39624,67195,52961,25123,184903,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136276,4554,0,442390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,4073978,0,0,0,0,148,3032105,0,699839,0,0,0,0,0,0,0
