"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017"
61946,3/31/2023 0:00:00,16248,WISe,296136,0,696931,0,0,500,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,1640,0,0,0,1640,0,0,31185,0,3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53285,0,0,0,0,0,0,0
61949,3/31/2023 0:00:00,16251,WISe,250000,0,283444603,672966578,38759645,38759645,0,0,0,0,0,8316812,127783024,0,7887,51687,900,0,3028,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,2392,0,0,11169,15295,0,0,0,15295,1,0,19481,0,18805,0,0,0,0,0,0,1136374,0,0,129739,0,129739,1,49754,0,0,0,0,0,0,0,0,0,51416,0,51416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37168,0,0,181156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8490863,0,0,0,7464392,86692967,10690941,104848300
61953,3/31/2023 0:00:00,16255,WISe,4741000,0,14928214,70323248,288760,684560,0,0,0,0,0,2187370,0,11821,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5939,0,0,13645,8752,0,0,0,8752,3,0,50945,0,13885,0,46686,0,0,46686,2,180900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,19243327,0,0,0,0,75,1657967,0,1162164,0,0,0,0,0,0,0
61963,3/31/2023 0:00:00,16264,WISe,1600000,0,2094273,0,0,5121,0,0,0,0,0,32927,0,8307,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81517,0,0,0,0,0,0,0
61985,3/31/2023 0:00:00,16285,WISe,8716000,0,27649006,45290276,0,864466,0,0,10000,0,0,5577897,3762399,48084,10919,2601,1973,0,0,0,37431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8039,4429,0,0,82291,0,0,48435,61469,76394,5102,0,142965,82,0,55628,0,0,0,34699,9921,0,44620,2,441034,39828,190348,346158,0,576334,7,98088,0,45009,0,0,45009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239216,0,0,185184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13786,0,0,0,0,0,0,0,1649787,0,0,0,0,0,0,0
61986,3/31/2023 0:00:00,16286,WISe,3246000,125308,5802980,3608868,0,200000,0,0,0,0,0,707666,0,5143,623,0,0,0,0,0,0,16139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,8750,2500,0,0,0,2500,2,0,50123,0,0,0,0,0,0,0,0,24438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106,19341812,0,0,0,0,0,0,0,495056,0,0,0,0,0,0,0
61988,3/31/2023 0:00:00,16287,WISe,496000,0,3250718,13036117,0,401100,0,105260,0,0,0,941118,765239,16512,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8774,0,0,42603,18608,1152,15000,0,34760,18,0,80260,0,142680,0,0,22640,0,22640,4,841953,0,0,199636,0,199636,10,301534,33163,232546,16297,0,282006,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140805,0,0,14227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217269,0,0,0,0,0,0,0
61995,3/31/2023 0:00:00,16294,WISe,34526344,0,44306483,45692835,196612,614912,0,0,0,0,0,851858,0,20900,7543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,0,0,8011,8207,0,822,0,9029,0,0,7115,0,0,0,0,0,0,0,0,6863,0,0,0,0,0,0,3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,9453482,0,0,0,0,0,0,0,952308,0,0,0,0,0,0,0
61999,3/31/2023 0:00:00,16298,WISE,13959000,0,17112588,0,0,60600,0,0,0,0,0,63401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2976,0,0,0,0,0,0,0,33121,0,31342,59266,3156,0,0,62422,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146596,0,0,0,0,0,0,0
62010,3/31/2023 0:00:00,16308,WISE,0,0,11773371,77867456,471100,898000,0,0,0,0,0,1909237,0,32786,5414,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3206,0,3352,72925,47496,15728,0,0,63224,15,0,208268,0,291383,24509,0,0,0,24509,1,374042,41601,0,0,0,41601,1,16313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328432,0,0,376315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,18307915,0,0,0,0,49,4323707,0,1434586,0,0,0,0,0,0,0
62018,3/31/2023 0:00:00,16316,WISe,497000,0,8937067,10181000,0,128101,0,0,114882,0,0,1178059,0,11592,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16026,0,0,33423,13365,19309,0,0,32674,12,4868,0,0,178035,0,0,0,0,0,0,475258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34259,0,0,54658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968709,0,0,0,0,0,0,0
62026,3/31/2023 0:00:00,16324,WISe,27743505,0,54863009,61911787,9210762,9604915,0,0,0,0,0,1658814,3161193,184270,18818,22255,6917,0,917,0,0,58384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9038,0,0,241376,30110,35342,7740,0,73192,0,26706,78380,0,271064,0,44372,71837,0,116209,0,3532752,24206,82435,165069,14773,286483,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168440,46416,0,867929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,153436,0,0,0,0,0,0,0,2462103,0,0,0,0,0,0,0
62027,3/31/2023 0:00:00,16325,WISe,5957877,0,16747117,25034067,0,402300,0,0,38173,0,0,4962515,2521360,18415,6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5488,0,0,20619,18689,29174,4050,0,51913,10,0,68973,0,80726,6042,0,0,0,6042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99192,0,0,103758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,3172246,0,0,21,3971066,0,0,0,984216,0,0,0,0,0,0,0
62028,3/31/2023 0:00:00,16326,WISe,1432805,0,27569133,98746497,1709111,2309111,0,0,668240,0,0,8415115,27677592,409318,61048,1616,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,0,9098,278394,177027,208809,19564,0,405400,697,14450,302731,0,23857,0,0,0,0,0,0,151188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291695,0,0,291695,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505803,768634,0,499166,291695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4840,63018158,725,56647949,232,32341630,27917,20577291,0,3181185,0,0,0,0,0,0,0
62031,3/31/2023 0:00:00,16329,WISe,8602000,0,17436964,8035311,2397600,3289538,0,0,653053,0,0,38561868,40604002,125117,12652,17834,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38998,0,0,63217,57634,50236,83,55,108008,37,59899,1071609,0,637522,255725,176502,234652,0,666879,11,1056524,129666,339066,105549,555707,1129988,7,202196,0,0,0,0,0,0,0,0,0,0,0,0,0,184179,0,0,0,0,0,0,19713,117729,495125,0,295728,908582,3,0,0,0,0,0,0,0,69103,0,0,0,449778,449778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3676,0,0,0,3676,1,1734936,11802,0,3539622,1240631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8322,196682789,0,0,0,0,0,0,0,4754636,31354,11673,45938330,0,24224135,0,24224135
62035,3/31/2023 0:00:00,16333,WISe,98801000,0,227866220,52294200,0,860000,0,0,25000,1200,2769285,17847084,980990,171809,41450,110488,22956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170692,0,25600,209988,116160,181167,44998,0,342325,84,59006,398249,0,316819,88846,158725,17429,0,265000,13,991238,67233,156834,0,55863,279930,7,4535,0,18391,0,0,18391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3737,70339156,0,0,0,0,0,0,17889,5017528,0,0,65020076,1782121,1667331,0,3449452
62038,3/31/2023 0:00:00,16336,WISe,0,0,14786081,144601804,0,1057700,0,0,0,0,374249,12822388,88225938,55725,33309,2619,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10123,0,0,36247,14821,30545,12999,0,58365,23,19168,114597,0,89932,26210,8303,22270,0,56783,8,659415,0,72968,0,0,72968,1,91917,19924,0,5189,0,25113,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204843,0,0,101931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,26714601,0,0,0,0,0,0,0,3665292,0,0,0,0,0,0,0
62040,3/31/2023 0:00:00,16338,WISe,0,0,6963172,25951262,0,462100,0,0,0,0,335271,3080873,0,10602,1979,10755,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5192,0,0,15952,1490,0,0,0,1490,1,0,134851,0,48764,0,69732,0,0,69732,92,0,0,0,0,0,0,0,9044,0,49994,0,0,49994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141533,18230,0,398952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,18482409,0,0,0,0,49,2125778,0,761907,0,0,0,0,0,0,0
62047,3/31/2023 0:00:00,16345,WISE,17000000,0,226473127,390007279,6258534,6858534,0,146847,0,0,620693,89246389,266949119,260499,19708,305314,49643,0,0,15485,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68068,0,0,475914,195080,697117,244769,26195,1163161,207,516113,1770301,0,1006129,476608,836515,664286,36644,2014053,90,2930534,361386,504053,622134,167598,1655171,21,119170,45733,81775,0,0,127508,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212913,0,0,0,0,0,0,0,0,161829,0,0,161829,1,0,0,518574,0,0,518574,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18322,18322,1,0,0,0,0,0,0,0,3433289,662507,0,8004374,698725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23424,428954280,0,0,0,0,5026,137927526,0,18311651,0,0,420158376,0,0,0,0
62048,3/31/2023 0:00:00,16346,WISe,19265000,0,21792617,0,0,93187,0,0,0,0,0,130221,0,320,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,8147,8893,3,0,0,0,0,0,0,0,4824,4824,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,12972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138754,0,0,0,0,0,0,0
62049,3/31/2023 0:00:00,16347,WISe,0,0,58761361,358176961,10734200,11734200,0,0,358940,183720,0,23161258,153467778,373644,98457,215793,22535,0,3028,0,17128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4084,0,0,0,0,0,0,277113,0,0,393675,290953,330045,18750,112733,752481,95,168139,892865,0,1571382,481596,350837,187166,0,1019599,47,7157696,239347,412416,0,0,651763,5,1342356,186506,294833,78342,0,559681,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72866,0,1098859,0,0,1098859,3,0,0,0,0,0,0,0,0,63311,0,0,63311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536519,0,0,3501615,1098859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30493,581514400,8,1149303,115,49945276,5178,132554008,0,19252930,88576,0,333474976,13055835,112840476,0,125896311
62062,3/31/2023 0:00:00,16358,WISE,10644016,0,11749178,0,0,305137,0,0,0,0,0,60502,0,9480,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27122,4924,0,0,0,4924,0,0,4708,0,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136824,0,0,0,0,0,0,0
62066,3/31/2023 0:00:00,16362,WISe,43468000,0,54653397,19360859,251200,655900,0,0,0,0,0,3445090,0,13111,15374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12308,0,0,51861,14775,5296,0,0,20071,8,0,70189,0,47173,0,0,0,0,0,0,187580,0,0,0,0,0,0,24166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97272,0,0,520202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9971,0,0,0,0,0,0,0,1210841,0,0,0,0,0,0,0
62072,3/31/2023 0:00:00,16368,WISE,1496000,0,22004568,9096973,531800,1292100,0,222998,0,0,165677,7604918,9328164,60003,7730,0,2755,0,0,0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23333,0,0,54765,3645,20503,39293,0,63441,20,96607,327750,0,13386,3797,35678,0,0,39475,3,735829,0,0,77299,145243,222542,2,275213,0,71703,0,0,71703,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303946,0,190216,0,0,190216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455132,3673,0,1118492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,43376274,0,0,0,0,86,979072,0,2060587,0,0,0,0,0,0,0
62076,3/31/2023 0:00:00,16372,WISE,0,0,34330053,167190922,3155444,3436844,0,0,0,0,189532,15657061,38298636,597319,101789,15368,14375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9890,20,0,0,269136,5,89941,0,1481,598824,269099,347990,6090,0,623179,139,0,309006,0,125730,47608,44687,4848,0,97143,11,1263160,29843,262278,0,0,292121,4,162843,6840,108656,14684,0,130180,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57039,0,0,0,368057,368057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753818,368057,342353,1404417,368057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7030,137400748,0,0,0,0,552,6757237,0,6500456,6981,0,1483779,0,0,0,0
62079,3/31/2023 0:00:00,16375,WISe,479209,0,13383514,8288563,0,172600,0,0,0,0,0,219559,2575517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377601,0,52270,483650,0,535920,4,0,0,0,9700,0,9700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249918,0,249918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37495,0,73109,0,110604,2,28719,0,6562,0,0,6562,1,0,4258,0,0,4258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366879,0,0,0,0,0,0,0
62085,3/31/2023 0:00:00,16381,WISE,48300000,0,67168793,0,0,1268870,0,0,0,0,287492,1407428,0,25365,13957,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4623,0,0,30692,865,27126,0,0,27991,11,0,34913,0,22981,0,0,0,0,0,0,175268,48900,0,0,0,48900,1,82580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89301,0,0,66515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,3702987,0,0,0,0,0,0,0,1399709,0,-3500,0,0,0,0,0
62105,3/31/2023 0:00:00,16401,WISe,3630000,0,5771085,0,0,94028,0,0,0,0,0,493727,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1293,0,0,0,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1403860,0,0,0,0,0,0,0,146460,0,0,0,0,0,0,0
