"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017"
1,3/31/2023 0:00:00,2,0,0,84995,0,1,0,29816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28923,0,0,0,28923,0,0,0,0,0,10850237,0,0,0,0,0,0,0,0,03/01/2023,0,12054517,0,0,0,0,0,0,0,0,0,0,0,13188,0,0,0,0,0,0,0,0,0
6,3/31/2023 0:00:00,7,0,0,4853929,0,1,0,2222018,0,0,0,0,0,0,0,0,0,0,0,0,5133655,15444092,12773697,4213742,0,37565186,0,0,0,0,0,0,0,-3620027,0,248514,0,0,65360,313874,0,0,0,0,65360,228404481,0,0,0,0,0,0,0,0,01/01/2023,0,246363604,0,0,0,0,0,0,0,0,0,0,0,509716,0,0,0,0,0,95,2484496,0,0
12,3/31/2023 0:00:00,11,0,262555,572381,73089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504758,3664844,1949525,0,0,6119127,0,0,0,0,0,0,0,0,0,0,0,0,0,58405931,0,0,0,0,0,0,0,0,,0,62324176,0,0,0,0,0,0,0,0,0,0,0,275865,0,0,0,0,0,0,0,0,0
13,3/31/2023 0:00:00,12,0,85778092,3152258,3583733,1,0,3215687,0,0,0,0,0,0,0,0,0,0,0,0,4140,408917,65046,0,0,478103,0,0,0,0,0,0,0,-26153,0,246566,0,0,0,246566,0,0,0,0,0,864321082,0,0,0,0,0,0,0,0,01/01/2023,2278236,941597917,0,0,0,0,0,0,0,0,0,0,0,1589726,0,0,0,0,0,0,0,0,0
16,3/31/2023 0:00:00,14,0,0,96062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8958729,0,0,0,0,0,0,0,0,,0,10205662,0,0,0,0,0,0,0,0,0,0,0,7570,0,0,0,0,0,0,0,0,0
19,3/31/2023 0:00:00,16,0,0,30,0,1,0,34287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5180000,2406000,485000,0,0,8071000,0,0,0,0,0,0,0,0,0,0,0,0,0,7637393,0,0,0,0,0,0,0,0,Fiscal Year 2022,34287,10466709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3/31/2023 0:00:00,17,0,9470598,939717,262715,0,0,0,2115402,0,0,0,0,2115402,0,0,0,0,0,0,2351084,1814239,4233160,6353197,0,14751680,0,0,0,0,0,0,0,-1748836,0,0,0,0,0,0,0,0,0,0,0,268695693,0,0,0,0,0,0,0,0,,0,311747006,0,0,0,0,0,0,0,0,0,0,0,595378,0,123424,0,0,0,0,0,0,0
26,3/31/2023 0:00:00,19,0,0,322916,0,1,0,68285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19323299,0,0,0,0,0,0,0,0,01/01/2023,53172,21370112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3/31/2023 0:00:00,21,0,6366114,7163423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16632198,44384909,6438756,67455863,0,0,0,0,0,0,0,-12559264,0,0,0,0,0,0,0,0,0,0,0,1107222595,2,205054,47516,0,0,0,6,98879,,0,1201921424,0,0,0,0,0,0,0,0,0,0,0,1906053,0,0,0,0,0,1,1158418,0,0
42,3/31/2023 0:00:00,29,0,0,1236356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,5100000,3600000,0,0,10200000,0,0,0,0,0,0,0,0,0,0,0,0,0,133795468,0,0,0,0,0,0,0,0,,0,147446512,0,0,0,0,0,0,0,0,0,0,0,123092,0,0,0,0,0,0,0,0,0
47,3/31/2023 0:00:00,30,0,0,280400,0,1,0,103247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,250000,0,0,0,103247,0,0,0,103247,0,0,0,0,0,48309180,0,0,0,0,0,0,0,0,02/01/2023,0,54604086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3/31/2023 0:00:00,31,0,0,426955,0,1,0,248060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250000,8441000,3800000,0,0,15491000,0,0,0,-27829,0,0,412,-27417,0,0,0,0,412,53228013,0,0,0,0,0,0,0,0,Fiscal Year 2022,166396,65510447,0,0,0,0,0,0,0,0,0,0,0,104599,0,0,0,0,0,0,0,0,0
51,3/31/2023 0:00:00,32,0,251375710,37875879,40566853,1,115752,65847938,53094,0,0,754332,3723523,4530949,0,0,0,0,0,0,58523510,92353238,105988016,676636169,106822526,1040323459,190539871,206208699,59862955,78589737,2054663,537255925,0,-193082588,0,4626796,0,0,0,4626796,0,0,0,0,415102,7709475429,5,282627,282627,0,0,0,5,282627,01/01/2023,23240646,8306754654,0,0,0,0,0,0,0,0,0,0,0,15381867,0,-565133,-716483,0,0,0,0,0,0
53,3/31/2023 0:00:00,33,0,0,642483,0,1,0,229830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,4000000,1000000,0,0,6250000,0,0,0,34882,0,0,0,34882,0,0,0,0,0,67081922,0,0,0,0,0,0,0,0,01/01/2023,0,71497750,0,0,0,0,0,0,0,0,0,0,0,102353,0,0,0,0,0,0,0,0,0
60,3/31/2023 0:00:00,35,0,10411643,1122892,1178957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24758000,30254256,33595745,18418274,0,107026275,0,0,0,0,0,0,0,-8041653,0,0,0,0,0,0,0,0,0,0,0,408317804,0,0,0,0,0,0,0,0,,0,442920758,0,0,0,0,0,0,0,0,0,0,0,943554,0,0,0,0,0,294,935242,0,0
75,3/31/2023 0:00:00,40,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,581655,0,1081655,0,0,0,0,0,0,0,0,0,0,0,0,0,1556890,0,0,0,0,0,0,0,0,,0,2112418,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0
77,3/31/2023 0:00:00,41,0,6829959,2174604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15364,3354773,25250329,11292346,0,39912812,0,0,0,0,0,0,0,-4369399,0,0,0,0,0,0,0,0,0,0,0,201721592,0,0,0,0,0,0,0,0,,0,212843104,0,0,0,0,0,0,0,0,0,0,0,144700,0,0,0,0,0,0,0,0,0
79,3/31/2023 0:00:00,43,0,34952121,3892101,1323398,1,0,2698025,0,0,0,0,0,0,0,0,0,0,0,0,14310931,29954594,43436086,63319073,7127603,158148287,0,0,0,0,0,0,0,-18194114,0,12000,0,0,0,12000,0,0,0,0,61,786434536,0,0,0,0,0,0,0,0,01/01/2023,1317646,850995909,0,0,0,0,0,0,0,0,0,0,0,1581801,0,0,-71264,110,1706630,0,0,0,0
82,3/31/2023 0:00:00,46,0,17890825,685058,0,1,0,1376719,0,0,0,0,0,0,0,0,0,0,0,0,10577647,5986845,0,0,0,16564492,0,0,0,0,0,0,0,-251635,0,246000,0,0,0,246000,0,0,0,0,0,267642893,0,0,0,0,0,0,0,0,01/01/2023,122000,297590085,0,0,0,0,0,0,0,0,0,0,0,341750,0,0,0,0,0,0,0,0,0
90,3/31/2023 0:00:00,49,0,0,1941,0,1,0,119523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58827,0,0,0,58827,0,0,0,0,0,4407557,0,0,0,0,0,0,0,0,03/01/2023,58827,9536303,0,0,0,0,0,0,0,0,0,0,0,2268,0,0,0,0,0,0,0,0,0
98,3/31/2023 0:00:00,54,0,0,200,0,1,0,9989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730000,5750000,0,0,0,8480000,0,0,0,-333,0,0,0,-333,0,0,0,0,0,12242415,0,0,0,0,0,0,0,0,03/01/2023,0,14212453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3/31/2023 0:00:00,57,0,0,757686,0,1,0,152460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244804,3366448,1713401,0,5324653,0,0,0,-279,0,0,0,-279,0,0,0,0,0,65473101,0,0,0,0,0,0,0,0,01/01/2023,-22915,76941482,0,0,0,0,0,0,0,0,0,0,0,78704,0,0,0,21,428547,0,0,0,0
108,3/31/2023 0:00:00,58,0,0,773070,0,1,0,230982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,36192927,0,0,0,0,0,0,0,0,03/01/2023,0,44613120,0,0,0,0,0,0,0,0,0,0,0,7869,0,0,0,0,0,0,0,0,0
110,3/31/2023 0:00:00,59,0,0,39646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30829273,0,0,0,0,0,0,0,0,,0,35938777,0,0,0,0,0,0,0,0,0,0,0,9568,0,0,0,0,0,0,0,0,0
119,3/31/2023 0:00:00,62,0,134267,405908,0,1,0,89266,0,0,0,0,0,0,0,0,0,0,0,0,1492418,11378156,15957328,37475806,7750815,74054523,0,0,0,0,0,0,0,-11975469,0,14780,0,0,0,14780,0,0,0,0,0,87957280,0,0,0,0,0,0,0,0,01/01/2023,0,97299834,0,0,0,0,0,0,0,0,0,0,0,43736,0,0,-275247,0,0,0,0,0,0
120,3/31/2023 0:00:00,63,0,0,523327,0,1,0,327123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12290185,38784000,12461000,0,0,63535185,0,0,0,0,0,0,0,0,0,0,0,0,0,119615651,0,0,0,0,0,0,0,0,01/01/2023,4328,129256874,0,0,0,0,0,0,0,0,0,0,0,67223,0,0,0,0,0,0,0,0,0
132,3/31/2023 0:00:00,69,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954319,0,0,0,0,0,0,0,0,,0,1106276,0,0,0,0,0,0,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,0
135,3/31/2023 0:00:00,70,0,0,698833,0,1,0,314463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,2000000,0,0,0,0,0,0,0,-12851,0,1168,0,0,0,1168,0,0,0,0,0,78153066,0,0,0,0,0,0,0,0,01/01/2023,5588,86119641,0,0,0,0,0,0,0,0,0,0,0,123417,0,0,0,0,0,0,0,0,0
138,3/31/2023 0:00:00,72,0,0,586819,0,1,0,53734,0,0,0,0,0,0,0,0,0,0,0,0,4056002,7302558,1689580,0,0,13048140,0,0,0,0,0,0,0,-658860,0,-3763,0,0,0,-3763,0,0,0,0,0,41794935,0,0,0,0,0,0,0,0,03/01/2023,0,44492104,0,0,0,0,0,0,0,0,0,0,0,113888,0,0,0,39,1462074,38,1035295,0,0
146,3/31/2023 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5299803,0,0,0,0,0,0,0,0,,0,5763386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1813,0,0,0,0,0,0
147,3/31/2023 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477172,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1616511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3/31/2023 0:00:00,77,0,61583989,5005679,259668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28610160,16414159,22025928,18871197,793231,86714675,6657235,0,101460,111190,0,6869885,0,-7692011,0,0,0,0,0,0,0,0,0,0,0,449168830,0,0,0,0,0,0,0,0,,0,479628754,0,0,0,0,0,0,0,0,0,0,0,1139722,0,0,31980,0,0,0,0,0,0
151,3/31/2023 0:00:00,78,0,39675761,3088464,0,1,0,8013614,0,0,0,0,0,0,0,0,0,0,0,0,24442888,717921,14743993,49883904,27751280,117539986,0,0,0,0,0,0,0,-19322282,0,277749,0,0,0,277749,0,0,0,0,0,867372186,0,0,0,0,0,0,0,0,01/01/2023,3232555,967363108,0,0,0,0,0,0,0,0,0,0,0,1176663,0,0,0,0,0,0,0,0,0
153,3/31/2023 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395715,0,0,0,0,0,0,0,0,,0,485597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3/31/2023 0:00:00,83,0,9584190,11151788,0,1,0,23475405,0,0,0,0,19919689,19919689,0,0,0,0,0,0,58447935,32829911,64454727,138861337,56498979,351092889,0,0,0,0,0,0,0,-44745963,0,2297279,0,0,0,2297279,0,0,0,0,4263,2026702871,0,0,0,0,0,0,0,0,01/01/2023,8713806,2256193774,0,0,0,0,0,0,0,0,0,0,0,4950749,0,673793,-48542,26,904107,2,1094436,0,0
162,3/31/2023 0:00:00,85,0,21317494,654226,0,1,0,676203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8200000,2650000,600000,8200000,19650000,0,0,0,85000,0,0,0,85000,0,0,0,0,0,177399594,0,0,0,0,0,0,0,0,01/01/2023,122000,192142026,0,0,0,0,0,0,0,0,0,0,0,180858,0,0,0,0,0,0,0,0,0
167,3/31/2023 0:00:00,87,0,0,7027528,2056029,1,0,1744945,0,0,0,0,0,0,0,0,0,0,0,0,15676541,35937694,14586782,0,0,66201017,0,0,208333,0,0,208333,0,-3903036,0,74161,0,0,-300,73861,0,0,0,0,16009,558064172,0,0,0,0,0,0,0,0,01/01/2023,351796,612513978,0,0,0,0,0,0,0,0,0,0,0,985532,0,0,0,0,0,0,0,0,0
168,3/31/2023 0:00:00,88,0,0,303990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249457,495000,0,744457,0,0,0,0,0,0,0,0,0,0,0,0,0,36919168,0,0,0,0,0,0,0,0,,0,40015534,0,0,0,0,0,0,0,0,0,0,0,40173,0,0,0,0,0,0,0,0,0
169,3/31/2023 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374911,0,0,0,0,0,0,0,0,,0,2095955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,3/31/2023 0:00:00,91,0,29141,5367196,0,1,0,5607203,0,0,0,0,0,0,0,0,0,0,0,0,17755791,7611090,1298735,4942983,0,31608599,3089302,5608120,4244474,3062238,0,16004134,0,-1121147,0,1232459,0,0,0,1232459,0,0,0,0,0,370827271,0,0,0,0,0,0,0,0,01/01/2023,2526457,423921892,0,0,0,0,0,0,0,0,0,0,0,1079724,0,0,0,0,0,0,0,0,0
176,3/31/2023 0:00:00,92,0,134617138,11005496,1923136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76201764,299040146,127345811,51368813,45409332,599365866,0,0,0,0,0,0,0,-48907977,0,0,0,0,0,0,0,0,0,0,0,1419646764,0,0,0,29,97378,94853,0,0,,0,1620183563,0,0,0,0,0,0,0,0,0,0,0,2685161,0,0,0,0,0,0,0,0,0
187,3/31/2023 0:00:00,100,0,0,154326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496000,496000,0,0,992000,0,0,0,0,0,0,0,0,0,0,0,0,0,24799163,7,4258,4258,0,0,0,7,4258,,0,28799085,0,0,0,0,0,0,0,0,0,0,0,39210,0,0,0,0,0,0,0,0,0
195,3/31/2023 0:00:00,104,0,0,173987,0,1,0,46209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7195,0,0,0,7195,0,0,0,0,0,15256300,0,0,0,0,0,0,0,0,01/01/2023,1069,16654339,0,0,0,0,0,0,0,0,0,0,0,10293,0,0,0,0,0,0,0,0,0
196,3/31/2023 0:00:00,105,0,3598246,27805425,10079293,1,0,35533898,0,0,0,0,0,0,0,0,0,0,0,0,73341761,13086773,62389183,65698899,25543304,240059920,0,0,0,0,0,0,0,-24312935,0,2550000,0,0,0,2550000,0,0,0,0,0,2704519903,3,32815,16408,0,0,0,0,0,01/01/2023,19699299,2944798790,0,0,0,0,0,0,0,0,0,0,0,6613415,0,0,0,0,0,0,0,0,0
198,3/31/2023 0:00:00,107,0,0,79140,0,1,0,15652,3165758,0,0,0,0,3165758,0,0,0,0,0,0,0,0,0,0,0,0,3000000,8500000,1000000,0,0,12500000,0,0,0,4151,0,0,0,4151,0,0,0,0,0,41618551,0,0,0,0,0,0,0,0,01/01/2023,0,55306309,0,0,0,0,0,0,0,0,0,0,0,92875,0,33811,0,0,0,0,0,0,0
199,3/31/2023 0:00:00,108,0,20063628,3012462,810871,1,0,651824,0,0,0,0,0,0,0,0,0,0,0,0,1289677,5386014,9221645,24362596,3712251,43972183,148037,0,0,0,0,148037,0,-7040393,0,-34964,0,0,0,-34964,0,0,0,0,0,197078419,0,0,0,0,0,0,0,0,01/01/2023,69660,220704682,0,0,0,0,0,0,0,0,0,0,0,372147,0,0,0,0,0,0,0,0,0
200,3/31/2023 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7333206,0,0,0,0,0,0,0,0,,0,9918323,0,0,0,0,0,0,0,0,0,0,0,2571,0,0,0,0,0,0,0,0,0
205,3/31/2023 0:00:00,112,0,10992538,780366,0,1,0,735085,0,0,0,0,0,0,0,0,0,0,0,0,1519205,10817569,24661673,22695723,0,59694170,0,0,0,0,0,0,0,-2963785,0,85000,0,0,0,85000,0,0,0,0,0,237176796,0,0,0,0,0,0,0,0,01/01/2023,425000,278921492,0,0,0,0,0,0,0,0,0,0,0,54776,0,0,0,0,0,0,0,0,0
216,3/31/2023 0:00:00,116,0,6152491,476270,0,1,0,139961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18889970,0,0,0,18889970,0,0,0,739,0,0,376,1115,0,0,0,0,0,79992708,0,0,0,0,0,0,0,0,01/01/2023,77450,86358153,0,0,0,0,0,0,0,0,0,0,0,1528,0,0,0,0,0,0,0,0,0
220,3/31/2023 0:00:00,117,0,6142672,147751,0,1,0,116707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983368,0,0,1983368,0,0,0,0,0,0,0,0,0,0,0,0,0,29324001,0,0,0,0,0,0,0,0,01/01/2023,101683,36703644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,3/31/2023 0:00:00,119,0,0,4640497,299002,1,0,1152614,0,0,0,0,0,0,0,0,0,0,0,0,1672195,113923,430836,1019083,0,3236037,2723000,2728000,0,0,0,5451000,0,-104466,0,258732,0,0,0,258732,0,0,0,0,0,137501103,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,165720937,0,0,0,0,0,0,0,0,0,0,0,1077886,0,0,0,0,0,1843,1666848,0,0
227,3/31/2023 0:00:00,121,0,423562710,14362890,118958113,1,0,758847101,0,0,0,0,0,0,0,0,0,0,0,0,153355337,918035826,343575568,1157768940,182684731,2755420402,0,0,0,0,0,0,0,-243640599,0,93283479,0,0,-2630305,90653174,0,0,0,0,17476215,32369780900,0,0,0,0,0,0,0,0,01/01/2023,511527327,35830820587,0,0,0,0,0,0,0,0,0,0,0,39730126,0,0,19,0,0,0,0,0,0
233,3/31/2023 0:00:00,124,0,2721344,2406547,0,1,0,998341,0,0,0,0,0,0,0,0,0,0,0,0,721827,2115224,7330011,5993377,421273,16581712,0,0,0,0,0,0,0,-2002773,0,18796,0,0,0,18796,0,0,0,0,0,211005588,0,0,0,0,0,0,0,0,01/01/2023,424197,228245681,0,0,0,0,0,0,0,0,0,0,0,285875,0,0,0,0,0,0,0,0,0
234,3/31/2023 0:00:00,125,0,0,137800,0,1,0,99992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5492000,17744000,7000000,0,0,30236000,0,0,0,0,0,0,0,0,0,0,0,0,0,74427430,0,0,0,0,0,0,0,0,03/01/2023,37755,90310819,0,0,0,0,0,0,0,0,0,0,0,54179,0,0,0,0,0,0,0,0,0
240,3/31/2023 0:00:00,128,0,0,240111,0,1,0,111190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,342942,0,0,0,343926,0,0,0,4844,0,0,0,4844,0,0,0,0,0,69402644,0,0,0,0,0,0,0,0,01/01/2023,242928,83898996,0,0,0,0,0,0,0,0,0,0,0,119157,0,0,0,0,0,0,0,0,0
242,3/31/2023 0:00:00,129,0,0,1780487,415370,1,0,1019426,0,0,0,0,0,0,0,0,0,0,0,0,841805,15086045,3799246,582681,0,20309777,0,0,0,0,0,0,0,-1601878,0,62013,0,0,0,62013,0,0,0,0,0,109762725,0,0,0,0,0,0,0,0,01/01/2023,579051,130014110,0,0,0,0,0,0,0,0,0,0,0,6804,0,0,0,0,0,0,0,0,0
256,3/31/2023 0:00:00,136,0,6699393,1705271,284351,1,0,1003162,0,0,0,0,0,0,0,0,0,0,0,0,38437347,1528587,13367486,28587570,829458,82750448,0,0,0,0,0,0,0,-6863146,0,267049,0,0,0,267049,0,0,0,0,0,249850825,0,0,0,0,0,0,0,0,Fiscal Year 2022,143696,272275886,0,0,0,0,0,0,0,0,0,0,0,268146,0,0,0,0,0,0,0,0,0
258,3/31/2023 0:00:00,137,0,22524250,1387774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,919,18468852,30568248,31202557,25453303,3929727,109622687,0,-11,0,0,0,0,0,0,0,0,0,0,0,292280480,0,0,0,0,0,0,0,0,,0,338907118,0,0,0,0,0,0,0,0,0,0,0,730748,0,0,0,0,0,0,0,0,0
262,3/31/2023 0:00:00,139,0,0,544414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955976,11410197,9222234,4527504,0,28115911,0,0,0,0,0,0,0,-2684230,0,0,0,0,0,0,0,0,0,0,0,72891982,0,0,0,0,0,0,0,0,,0,75951494,0,0,0,0,0,0,0,0,0,0,0,123121,0,0,0,0,0,0,0,0,0
266,3/31/2023 0:00:00,143,0,1524229,1325285,0,1,0,2194036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8018339,66045744,11212380,5840105,0,91116568,0,0,0,53112,0,0,0,53112,0,0,0,0,0,250365141,0,0,0,0,0,0,0,0,03/01/2023,1349187,299975472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,3/31/2023 0:00:00,149,0,0,1804376,541110,1,0,238557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38417,0,0,0,38417,0,0,0,0,0,153185933,1,20337,20337,0,0,0,1,20337,03/01/2023,116033,178111926,0,0,0,0,0,0,0,0,0,0,0,56842,0,0,0,0,0,0,0,0,0
275,3/31/2023 0:00:00,150,0,1300000,215868,0,1,0,101181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6004000,3872000,0,0,0,9876000,0,0,0,10000,0,0,0,10000,0,0,0,0,0,26227125,0,0,0,0,0,0,0,0,01/01/2023,0,29927407,0,0,0,0,0,0,0,0,0,0,0,28949,0,0,0,0,0,0,0,0,0
277,3/31/2023 0:00:00,152,0,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187662,284702,625689,674038,75290,1847381,0,0,0,0,0,0,0,-291129,0,0,0,0,0,0,0,0,0,0,0,1761285,0,0,0,0,0,0,0,0,,0,2603335,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,0,0,0,0,0,0,0
287,3/31/2023 0:00:00,154,0,396921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3285000,0,0,0,0,3285000,0,0,0,0,0,0,0,0,0,0,0,0,0,13054069,0,0,0,0,0,0,0,0,,0,14591936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,3/31/2023 0:00:00,155,0,0,77710,0,1,0,7539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9193,0,0,0,9193,0,0,0,0,0,13165630,0,0,0,0,0,0,0,0,01/01/2023,0,14511843,0,0,0,0,0,0,0,0,0,0,0,35635,0,0,0,0,0,0,0,0,0
294,3/31/2023 0:00:00,160,0,-1168272,3219126,1473933,1,0,2297877,0,0,0,0,0,0,0,0,0,0,0,0,5280368,2318980,6517710,17578758,0,31695816,0,0,0,0,0,0,0,-4725460,0,342919,0,0,0,342919,0,0,0,0,0,400489427,0,0,0,0,0,0,0,0,01/01/2023,0,431200717,0,0,0,0,0,0,0,0,0,0,0,898904,0,0,0,0,0,0,0,0,0
303,3/31/2023 0:00:00,166,0,0,925874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245523,12754425,15936431,3208806,0,32145185,496000,2484000,498000,0,0,3478000,0,-2985282,0,0,0,0,0,0,0,0,0,0,0,109238526,0,0,0,0,0,0,0,0,,0,114846811,0,0,0,0,0,0,0,0,0,0,0,171758,0,0,0,0,0,0,0,0,0
