"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017"
68069,3/31/2023 0:00:00,23923,0,0,147204,0,1,0,231976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68888,0,0,0,68888,0,0,0,0,0,8598751,0,0,0,0,0,0,0,0,03/01/2023,63889,10178501,0,0,0,0,0,0,0,0,0,0,0,7529,0,0,0,0,0,0,0,0,0
68071,3/31/2023 0:00:00,24013,0,0,493425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31796293,0,0,0,0,0,0,0,0,,0,35413416,0,0,0,0,0,0,0,0,0,0,0,46023,0,0,0,0,0,0,0,0,0
68073,3/31/2023 0:00:00,23994,0,0,1733349,0,1,0,941463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334434,227748,562182,0,0,0,10000,0,0,0,10000,0,0,0,0,0,71816452,0,0,0,0,0,0,0,0,03/01/2023,0,82106382,0,0,0,0,0,0,0,0,0,0,0,105813,0,0,0,0,0,0,0,0,0
68077,3/31/2023 0:00:00,23958,0,0,50667,0,1,0,89321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9992,0,0,0,9992,0,0,0,0,0,18214060,0,0,0,0,0,0,0,0,01/01/2023,7289,21014050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68084,3/31/2023 0:00:00,5770,0,183035572,7714478,1031869,0,0,0,1354915,0,0,0,0,1354915,0,0,0,0,0,0,0,0,0,0,0,0,78099273,10056760,0,0,0,88156033,0,0,0,0,0,0,0,0,0,0,0,0,0,577015666,0,0,0,0,0,0,0,0,,0,794819331,0,0,0,0,0,0,0,0,0,0,0,1193729,0,0,0,0,0,0,0,0,0
68085,3/31/2023 0:00:00,23942,0,119381574,21510931,138533,0,0,0,0,0,47274859,0,641967,47916826,0,0,0,0,0,0,1939160,11672800,0,0,0,13611960,0,0,0,0,0,0,0,-388040,0,0,0,0,0,0,0,0,0,0,0,3610187752,0,0,0,0,0,0,0,0,,0,3972235664,0,0,0,0,0,0,0,0,0,0,0,10920419,0,2262658,0,0,0,0,0,0,0
68095,3/31/2023 0:00:00,24028,0,732484276,51150462,55703410,1,0,32759926,3566161,0,0,0,0,3566161,0,0,0,0,0,0,39793220,17695849,0,0,0,57489069,8351977,74718,0,0,0,8426695,0,-1104853,0,2800000,0,0,-50000,2750000,0,0,0,0,1150000,6593650569,0,0,0,0,0,0,0,0,03/01/2023,8200000,7600063990,0,0,0,0,0,0,0,0,0,0,0,11917275,0,175718,0,0,0,0,0,0,0
68097,3/31/2023 0:00:00,23914,0,0,694397,0,1,0,100350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33786411,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,39396213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68098,3/31/2023 0:00:00,23938,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874743,0,0,0,0,0,0,0,0,,0,2459122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68100,3/31/2023 0:00:00,23985,0,0,1130,0,1,0,135840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14625450,0,0,0,0,0,0,0,0,01/01/2023,0,18141023,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,0,0,0,0,0,0,0
68101,3/31/2023 0:00:00,23886,0,0,96564,4958,1,0,135705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35662,0,0,0,35662,0,0,0,0,0,26298598,0,0,0,0,0,0,0,0,Fiscal Year 2022,15132,31932865,0,0,0,0,0,0,0,0,0,0,0,6539,0,0,0,0,0,0,0,0,0
68104,3/31/2023 0:00:00,23937,0,0,851195,0,1,0,330000,0,0,0,0,0,0,0,0,0,0,0,0,0,1018312,2213616,881732,299486,4413146,0,0,0,0,0,0,0,-486855,0,6549,0,0,0,6549,0,0,0,0,0,70487974,0,0,0,0,0,0,0,0,01/01/2023,0,80904983,0,0,0,0,0,0,0,0,0,0,0,50183,0,0,0,0,0,0,0,0,0
68112,3/31/2023 0:00:00,23119,0,0,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302830,0,0,0,0,0,0,0,0,,0,329746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68113,3/31/2023 0:00:00,22361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8248239,0,0,0,0,0,0,0,0,,0,9116444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68119,3/31/2023 0:00:00,24043,0,130462,443543,14103,1,0,147501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,5072396,1321000,1040000,0,7933396,0,0,0,21692,0,0,0,21692,0,0,0,0,0,44253670,0,0,0,0,0,0,0,0,01/01/2023,0,48765688,0,0,0,0,0,0,0,0,0,0,0,37891,0,0,0,0,0,0,0,0,0
68120,3/31/2023 0:00:00,23915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998893,0,0,0,0,0,0,0,0,,0,1077275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68124,3/31/2023 0:00:00,23996,0,0,72892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610257,0,0,0,0,610257,0,0,0,0,0,0,0,-89743,0,0,0,0,0,0,0,0,0,0,0,5770579,0,0,0,0,0,0,0,0,,0,6123309,0,0,0,0,0,0,0,0,0,0,0,10792,0,0,0,0,0,0,0,0,0
68126,3/31/2023 0:00:00,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911449,0,0,0,0,0,0,0,0,,0,1751349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68127,3/31/2023 0:00:00,23911,0,0,0,0,1,0,32581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8945999,0,0,0,0,0,0,0,0,01/01/2023,0,12194029,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,0
68135,3/31/2023 0:00:00,23976,0,0,73577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151966,0,0,0,151966,0,0,0,0,0,0,0,0,0,0,0,0,0,2372507,0,0,0,0,0,0,0,0,,0,2745317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68137,3/31/2023 0:00:00,24276,0,13715928,3765127,0,1,0,447244,0,0,0,0,0,0,0,0,0,0,0,0,15507,6655081,3309689,20741996,0,30722273,0,0,0,0,0,0,0,-4856682,0,0,0,0,0,0,0,0,0,0,0,294571177,0,0,0,0,0,0,0,0,03/01/2023,175000,325398677,0,0,0,0,0,0,0,0,0,0,0,213879,0,0,0,0,0,0,0,0,0
68138,3/31/2023 0:00:00,23981,0,0,816252,0,1,0,268112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56703399,0,0,0,0,0,0,0,0,01/01/2023,165335,62789321,0,0,0,0,0,0,0,0,0,0,0,2388,0,0,0,0,0,0,0,0,0
68144,3/31/2023 0:00:00,23921,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933054,0,0,0,0,0,0,0,0,,0,4464560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68148,3/31/2023 0:00:00,23897,0,0,716653,0,1,0,1341466,0,0,0,0,0,0,0,0,0,0,0,0,998050,976605,0,0,0,1974655,0,0,0,0,0,0,0,-25345,0,0,0,0,0,0,0,0,0,0,0,76858899,0,0,0,0,0,0,0,0,01/01/2023,768705,85692773,0,0,0,0,0,0,0,0,0,0,0,151876,0,0,0,0,0,0,0,0,0
68149,3/31/2023 0:00:00,23864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240862,0,0,0,0,0,0,0,0,,0,2656933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68150,3/31/2023 0:00:00,1091,0,0,2314872,560323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6448000,16126000,9441000,0,0,32015000,0,0,0,0,0,0,0,0,0,0,0,0,0,167859391,0,0,0,0,0,0,0,0,,0,182738772,0,0,0,0,0,0,0,0,0,0,0,360850,0,0,0,0,0,0,0,0,0
68153,3/31/2023 0:00:00,24046,0,156779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005859,0,0,0,0,0,0,0,0,,0,1203722,0,0,0,0,0,0,0,0,0,0,0,1522,0,0,0,0,0,0,0,0,0
68161,3/31/2023 0:00:00,23846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649653,0,0,0,0,0,0,0,0,,0,2038276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68165,3/31/2023 0:00:00,24062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685694,0,0,0,0,0,0,0,0,,0,754158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68167,3/31/2023 0:00:00,23879,0,0,490029,145938,1,0,189180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248542,4992887,0,0,0,8241429,0,0,0,2500,0,0,0,2500,0,0,0,0,0,44981406,0,0,0,0,0,0,0,0,01/01/2023,70762,48482973,0,0,0,0,0,0,0,0,0,0,0,5620,0,0,-4170,0,0,0,0,0,0
68171,3/31/2023 0:00:00,23968,0,0,291961,0,1,0,47506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,4800,0,0,0,0,0,12388969,0,0,0,0,0,0,0,0,01/01/2023,25000,13454553,0,0,0,0,0,0,0,0,0,0,0,3513,0,0,0,0,0,0,0,0,0
68172,3/31/2023 0:00:00,23852,0,0,138226,0,1,0,204334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660000,4245000,1420000,0,0,8325000,0,0,0,0,0,0,0,0,0,0,0,0,0,36610275,0,0,0,0,0,0,0,0,01/01/2023,119745,40514400,0,0,0,0,0,0,0,0,0,0,0,24759,0,0,0,0,0,0,0,0,0
68173,3/31/2023 0:00:00,23901,0,0,512307,0,1,0,187264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,2400,0,0,0,0,0,20693279,0,0,0,0,0,0,0,0,Fiscal Year 2022,50000,24147873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68180,3/31/2023 0:00:00,21552,0,0,211082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6675412,0,0,0,0,0,0,0,0,,0,8148520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68181,3/31/2023 0:00:00,24587,0,0,455114,0,1,0,145500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487000,8545000,2979000,496000,0,13507000,0,0,0,-53064,0,0,0,-53064,0,0,0,0,0,55781466,0,0,0,0,0,0,0,0,01/01/2023,62341,62070935,0,0,0,0,0,0,0,0,0,0,0,75173,0,0,0,0,0,0,0,0,0
68186,3/31/2023 0:00:00,3707,0,191662407,8832299,7592829,1,0,21523406,0,0,0,0,0,0,0,0,0,0,0,0,13031338,60843130,44041328,155423980,0,273339776,0,0,0,0,0,0,0,-30852242,0,86474,0,0,0,86474,0,0,0,0,0,2080214492,2,97839,97839,0,0,0,2,97839,01/01/2023,303844,2305952211,0,0,0,0,0,0,0,0,0,0,0,2917935,0,0,0,0,0,0,0,0,0
68187,3/31/2023 0:00:00,21514,0,365311202,14410907,14164411,1,0,56044637,32075199,0,0,0,0,32075199,0,0,0,0,0,0,5635704,14953291,19259502,191821904,13715381,245385782,0,0,0,0,0,0,0,-37007523,0,8900000,0,0,0,8900000,0,0,0,0,0,5323238406,1,16903,16903,0,0,0,1,16903,01/01/2023,26314477,5841717984,0,0,0,0,0,0,0,0,0,0,0,20657125,0,1251079,0,0,0,0,0,0,0
68190,3/31/2023 0:00:00,26240,0,0,33058,0,1,0,70932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240000,0,0,0,1240000,0,0,0,0,0,0,0,0,0,0,0,0,0,24294456,0,0,0,0,0,0,0,0,01/01/2023,0,26477009,0,0,0,0,0,0,0,0,0,0,0,20760,0,0,0,0,0,0,0,0,0
68196,3/31/2023 0:00:00,22263,0,62674793,11183385,0,1,0,4883995,0,0,0,6279211,0,6279211,0,0,0,0,0,0,4846207,30129932,1939651,0,0,243315844,35551056,170848998,0,0,0,0,0,-13485366,0,1307917,0,0,0,1307917,0,0,0,0,0,1073921957,1,6203,6203,0,0,0,1,6203,01/01/2023,0,1184464409,0,0,0,0,0,0,0,0,0,0,0,1078735,0,193520,0,0,0,0,0,0,0
68198,3/31/2023 0:00:00,22258,0,3741897,185803,0,1,0,44396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44396,0,0,0,44396,0,0,0,0,0,29793175,0,0,0,0,0,0,0,0,01/01/2023,39218,33840422,0,0,0,0,0,0,0,0,0,0,0,15840,0,0,0,0,0,0,0,0,0
68203,3/31/2023 0:00:00,22223,0,290448091,31946691,23545364,1,0,37897861,2289925,0,0,0,0,2289925,0,0,0,0,0,0,69987098,54429715,84917638,188398876,54448183,452181510,0,0,0,0,0,0,0,-72766854,0,5039386,0,0,-7515,5031871,0,0,0,0,2168088,5315613082,0,0,0,0,0,0,0,0,01/01/2023,4155258,5775912951,0,0,0,0,0,0,0,0,0,0,0,5170457,0,73612,4481,9189,35292817,0,0,0,0
68204,3/31/2023 0:00:00,22233,0,0,681884,0,1,0,72387,0,0,0,0,0,0,0,0,0,0,0,0,13736074,1864084,0,0,0,15600158,0,0,0,0,0,0,0,-464992,0,0,0,0,0,0,0,0,0,0,483,210537053,0,0,0,0,0,0,0,0,01/01/2023,52116,229652047,0,0,0,0,0,0,0,0,0,0,0,90520,0,0,0,0,0,0,0,0,0
68205,3/31/2023 0:00:00,22224,0,0,349403,0,1,0,279590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3003017,3508772,11232000,0,17743789,0,0,0,5832,0,0,0,5832,0,0,0,0,0,67328980,0,0,0,0,0,0,0,0,01/01/2023,4347,78345623,0,0,0,0,0,0,0,0,0,0,0,61234,0,0,0,0,0,0,0,0,0
68210,3/31/2023 0:00:00,1562,0,22910097,4163143,1735955,1,0,2589460,0,0,0,0,0,0,0,0,0,0,0,0,26879911,157561930,0,0,3200665,187642506,2867000,3458000,0,0,0,6325000,0,-10024973,0,57000,0,0,0,57000,0,0,0,0,0,876615563,27,1123883,981409,0,0,0,2,276565,01/01/2023,0,926353668,0,0,0,0,0,0,0,0,0,0,0,922846,0,0,650,0,0,0,0,0,0
68215,3/31/2023 0:00:00,12663,0,18879237,1742431,771217,0,0,0,644659,0,0,5284110,3891110,9819879,0,0,0,0,0,0,10451384,44602295,71511073,36860043,5265033,168689828,0,0,0,0,0,0,0,-15842090,0,0,0,0,0,0,0,0,0,0,0,749369844,0,0,0,0,0,0,0,0,,0,842784090,0,0,0,0,0,0,0,0,0,0,0,442899,0,33338,0,0,0,0,0,0,0
68219,3/31/2023 0:00:00,742,0,73245391,13506281,8280878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71053893,10595037,469332,42687070,2101610,126906942,0,0,0,0,0,0,0,-10848147,0,0,0,0,0,0,0,0,0,0,0,1716343184,2,56854,28427,0,0,0,0,0,,0,1893682598,0,0,0,0,0,0,0,0,0,0,0,4296882,0,0,0,0,0,0,0,0,0
68222,3/31/2023 0:00:00,22277,0,0,228893,0,1,0,529198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50888202,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,64246892,0,0,0,0,0,0,0,0,0,0,0,8131,0,0,0,0,0,0,0,0,0
68223,3/31/2023 0:00:00,3806,0,4216529,1706027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87706796,188135990,6282493,0,0,282125279,0,0,0,0,0,0,0,-18622468,0,0,0,0,0,0,0,0,0,0,0,687671799,0,0,0,0,0,0,0,0,,0,781971182,0,0,0,0,0,0,0,0,0,0,0,1290967,0,0,0,0,0,0,0,0,0
68224,3/31/2023 0:00:00,4416,0,0,573355,0,1,0,678689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,0,0,0,1480,0,0,0,0,0,31676229,2,28061,0,0,0,0,2,28061,01/01/2023,200000,37420708,0,0,0,0,0,0,0,0,0,0,0,92005,0,0,0,0,0,0,0,0,0
68225,3/31/2023 0:00:00,731,0,1614264,2576181,0,1,0,2268404,0,0,0,0,0,0,0,0,0,0,0,0,774,689102,0,0,0,689876,0,0,0,0,0,0,0,-63964,0,186199,0,0,0,186199,0,0,0,0,0,486253674,0,0,0,0,0,0,0,0,01/01/2023,439822,531179443,0,0,0,0,0,0,0,0,0,0,0,975942,0,0,0,0,0,0,0,0,0
68226,3/31/2023 0:00:00,1580,0,0,4856337,2564795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2815555,1822945,0,0,4638500,2480000,1241000,0,0,0,3721000,0,-396654,0,0,0,0,0,0,0,0,0,0,0,295202059,0,0,0,15,1044640,127255,0,0,,0,347696527,0,0,0,0,0,0,0,0,0,0,0,731321,0,0,0,0,0,0,0,0,0
68227,3/31/2023 0:00:00,12314,0,6137409,3033997,0,1,0,1096703,0,0,0,0,0,0,0,0,0,0,0,0,24515022,10374995,19209409,39585943,6506130,100191499,0,0,0,0,0,0,0,-10352981,0,178015,0,0,0,178015,0,0,0,0,0,242523147,0,0,0,0,0,0,0,0,01/01/2023,382513,258804752,0,0,0,0,0,0,0,0,0,0,0,356539,0,0,0,0,0,0,0,0,0
68228,3/31/2023 0:00:00,2642,0,96673102,21263598,3829430,1,0,11562212,0,0,0,0,0,0,0,0,0,0,0,0,50631912,37850722,53722786,82031278,0,224236698,0,0,1016057,0,0,1016057,0,-25074266,0,3054992,0,0,0,3054992,0,0,0,0,0,1662551082,8,6411476,6411476,0,0,0,8,6411476,01/01/2023,3998055,1788781893,0,0,0,0,0,0,0,0,0,0,0,5917276,0,0,0,43,16897090,0,0,0,0
68229,3/31/2023 0:00:00,22347,0,0,568630,0,1,0,183170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19746000,43553000,27954000,0,0,91253000,0,0,0,-15000,0,0,0,-15000,0,0,0,0,0,111843552,0,0,0,0,0,0,0,0,01/01/2023,0,126178907,0,0,0,0,0,0,0,0,0,0,0,25289,0,0,0,0,0,0,0,0,0
68231,3/31/2023 0:00:00,22273,0,9000000,555810,0,1,0,456037,0,0,0,0,0,0,0,0,0,0,0,0,12785954,19286275,0,0,0,32072229,0,0,0,0,0,0,0,-446334,0,0,0,0,0,0,0,0,0,0,0,90663151,0,0,0,0,0,0,0,0,01/01/2023,331286,101883322,0,0,0,0,0,0,0,0,0,0,0,117811,0,0,0,0,0,0,0,0,0
68239,3/31/2023 0:00:00,4185,0,194901936,20132452,9435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126349868,1,6586,6586,0,0,0,1,6586,,0,2332581413,0,0,0,0,0,0,0,0,0,0,0,6577655,0,0,0,0,0,0,0,0,0
68240,3/31/2023 0:00:00,928,0,0,1286914,0,1,0,1746469,0,0,0,0,0,0,0,0,0,0,0,0,2447734,14473297,6179918,38825563,0,61926512,0,0,0,0,0,0,0,-7461044,0,37500,0,0,0,37500,0,0,0,0,0,212024152,0,0,0,0,0,0,0,0,01/01/2023,500000,232389979,0,0,0,0,0,0,0,0,0,0,0,339247,0,0,0,0,0,0,0,0,0
68241,3/31/2023 0:00:00,2397,0,82685550,5799519,0,0,0,0,0,0,8236884,0,0,8236884,0,0,0,0,0,0,71191194,164555752,9216691,0,0,244963637,0,0,0,0,0,0,0,-8682595,0,0,0,0,0,0,0,0,0,0,0,893972956,0,0,0,0,0,0,0,0,,0,977879544,0,0,0,0,0,0,0,0,0,0,0,2629688,0,238645,119214,0,0,0,0,0,0
68242,3/31/2023 0:00:00,7846,0,0,1123164,0,1,0,210785,0,0,0,0,0,0,0,0,0,0,0,0,6896172,20028307,15876483,10002925,57499,52861386,0,0,0,0,0,0,0,-4478996,0,13168,0,0,0,13168,0,0,0,0,0,120345761,0,0,0,0,0,0,0,0,01/01/2023,0,127325851,0,0,0,0,0,0,0,0,0,0,0,169490,0,0,0,0,0,0,0,0,0
68244,3/31/2023 0:00:00,1131,0,9902276,9542760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27967755,15495286,4793084,9003014,13698160,70957299,0,0,2298215,5072600,1,7370816,0,-9196073,0,0,0,0,0,0,0,0,0,0,0,823060622,0,0,0,0,0,0,0,0,,0,882640185,0,0,0,0,0,0,0,0,0,0,0,2106536,0,0,0,0,0,0,0,0,0
68248,3/31/2023 0:00:00,2000,0,169272146,6003569,0,1,0,27524412,1136502,0,0,0,0,1136502,0,0,0,0,0,0,7347000,7315750,1700931,0,0,16363681,0,0,0,0,0,0,0,-645204,0,1046171,0,0,277620,1323791,0,0,0,0,1539839,1807184462,0,0,0,0,0,0,0,0,01/01/2023,7437246,2036229661,0,0,0,0,0,0,0,0,0,0,0,3603135,0,35509,410424,0,0,0,0,0,0
68251,3/31/2023 0:00:00,5673,0,50895769,7651821,0,1,0,2404138,0,0,0,0,0,0,0,0,0,0,0,0,2230854,1349970,908699,9533262,0,14022785,0,0,0,0,0,0,0,-2110949,0,77263,0,0,0,77263,0,0,0,0,0,1404229347,0,0,0,0,0,0,0,0,01/01/2023,478597,1536588493,0,0,0,0,0,0,0,0,0,0,0,708305,0,0,0,0,0,0,0,0,0
68253,3/31/2023 0:00:00,22235,0,326418,531701,0,1,0,388607,0,0,0,0,0,0,0,0,0,0,0,0,635861,975500,938180,1610233,248189,4407963,1000000,1000000,2000000,0,1000000,5000000,0,-378509,0,166560,0,0,2433,168993,0,0,0,0,0,133727980,0,0,0,0,0,0,0,0,01/01/2023,131159,148866425,0,0,0,0,0,0,0,0,0,0,0,167032,0,0,1394,0,0,0,0,0,0
68254,3/31/2023 0:00:00,22238,0,0,203642,230594,1,0,274270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14499,0,0,0,14499,0,0,0,0,0,36345291,0,0,0,0,0,0,0,0,01/01/2023,153306,41194621,0,0,0,0,0,0,0,0,0,0,0,68516,0,0,0,14,177499,0,0,0,0
68255,3/31/2023 0:00:00,22295,0,2008353,363665,155347,1,0,372306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750922,1750149,1250000,500000,454553,4705624,0,0,0,2228,0,0,0,2228,0,0,0,0,0,78094125,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,86130495,0,0,0,0,0,0,0,0,0,0,0,394868,0,0,0,0,0,0,0,0,0
68256,3/31/2023 0:00:00,1451,0,121282,9819874,10122588,1,0,3851892,151611,0,0,300615,1337911,1790137,0,0,0,0,0,0,362612,1017873,2008493,67321327,88644702,159355007,0,0,0,0,0,0,0,-35725788,0,1430838,0,0,938,1431776,0,0,0,0,2277,910673481,0,0,0,0,0,0,0,0,01/01/2023,756888,956322823,0,0,0,0,0,0,0,0,0,0,0,1374920,0,51703,0,0,0,0,0,0,0
68257,3/31/2023 0:00:00,1056,0,0,1613687,0,1,0,651737,0,0,0,0,0,0,0,0,0,0,0,0,3991428,6010069,0,0,0,10001497,0,0,0,0,0,0,0,-690137,0,206000,0,0,0,206000,0,0,0,0,5722,231486932,0,0,0,0,0,0,0,0,01/01/2023,206742,248793526,0,0,0,0,0,0,0,0,0,0,0,123738,0,0,-12874,0,0,0,0,0,0
